,geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1,cpolsby,rank_cpolsby,dpolsby_0.5,dpolsby_pro_0.5,dpop_polsby_0.5,dpop_polsby_pro_0.5,rank_dpolsby_0.5,rank_dpolsby_pro_0.5,rank_dpop_polsby_0.5,rank_dpop_polsby_pro_0.5,dpolsby_0.1,dpolsby_pro_0.1,dpop_polsby_0.1,dpop_polsby_pro_0.1,rank_dpolsby_0.1,rank_dpolsby_pro_0.1,rank_dpop_polsby_0.1,rank_dpop_polsby_pro_0.1
10,0401,14.111805126475641,29.514449465704928,86,131976,81.62925359348853,125378.6535237382,479,715992,474.62925359348856,709394.6535237381,100,159886,85.855430745159,134634.15363053698,493,743902,478.8554307451589,718650.1536305369,0.2035743520330344,252.0,0.06476473769605191,0.07122998477270646,4.110723322727053e-05,4.5127441092644815e-05,178.0,167.0,171.0,165.0,0.0493,0.06496341909732523,2.910012477995121e-05,3.9646699007743045e-05,207.0,180.0,220.0,178.0
11,0404,8.501934375554905,29.715470944949704,108,171546,105.38365748584982,164918.19014901234,402,700206,399.3836574858498,693578.1901490124,124,202231,110.39945867032013,173335.758179287,418,730891,404.3994586703202,701995.7581792871,0.12099359403183053,374.0,0.03446502057613169,0.03596199325775138,2.37938454337553e-05,2.5501064393238644e-05,312.0,313.0,288.0,288.0,0.02718522372528616,0.033180022622158495,1.7871341566683986e-05,2.336458970828779e-05,326.0,318.0,305.0,292.0
12,0402,1.9492618880559929,7.227858895930992,68,112507,62.43425453841598,103680.87967311592,505,714126,499.4342545384159,705299.8796731159,80,132068,65.30484515127978,108210.51380083254,517,733687,502.30484515127984,709829.5138008327,0.46887893771417544,21.0,0.10921280276816608,0.12812458290039794,5.641774927647762e-05,6.561097071347441e-05,98.0,80.0,127.0,112.0,0.08078125,0.11778135852672074,4.206448942720407e-05,6.0619888679786535e-05,116.0,84.0,147.0,119.0
13,0409,0.041700225871999785,1.869100083865462,137,199558,134.6885008839464,196463.2599183885,507,712460,504.6885008839464,709365.2599183886,139,201462,135.28941083280463,197040.73061986122,509,714364,505.28941083280466,709942.7306198613,0.1499972018269467,335.0,0.027012627204432843,0.027820336030262623,1.7890488580590936e-05,1.8378379861800485e-05,355.0,360.0,343.0,347.0,0.026344392112209514,0.027606578598614987,1.760083526838276e-05,1.828568770261256e-05,331.0,350.0,311.0,342.0
14,0408,0.13629616697549918,2.9055905296204423,74,138371,71.457534548385,133333.5611537216,480,709723,477.45753454838507,704685.5611537215,82,153382,73.89501494008405,138003.31469731734,488,724734,479.89501494008414,709355.3146973173,0.20287320199602543,255.0,0.08765522279035792,0.09350583122093231,3.706796296955881e-05,3.963842735815245e-05,122.0,116.0,196.0,189.0,0.0725758477096966,0.0878852426270106,3.0805612162202007e-05,3.7246441878813964e-05,129.0,120.0,204.0,198.0
15,0405,0.07384066429249958,1.3408594746936362,78,121401,77.36581119014978,120490.06295223461,424,710445,423.3658111901498,709534.0629522345,78,121401,77.36581119014978,120490.06295223461,424,710445,423.3658111901498,709534.0629522345,0.5161060247734547,11.0,0.06969099276791585,0.07073227336104067,4.820431701155555e-05,4.8873201292137185e-05,164.0,169.0,147.0,154.0,0.06969099276791585,0.07073227336104067,4.820431701155555e-05,4.8873201292137185e-05,136.0,160.0,123.0,147.0
16,0406,0.1584389137999994,2.4996692174937456,66,98752,64.0548397518168,95655.43413349347,511,710883,509.0548397518168,707786.4341334935,74,109759,66.01225416364643,97984.05331539024,519,721890,511.01225416364645,710115.0533153901,0.31864465377088474,109.0,0.11730945821854913,0.12406825463274447,7.289644153067876e-05,7.73540292300518e-05,86.0,82.0,87.0,86.0,0.0947772096420745,0.11726872097823181,5.992261293990011e-05,7.39635788613261e-05,90.0,86.0,99.0,87.0
17,0504,5.763872186612015,16.09590108831516,113,148754,110.49549926077029,145709.54744036886,597,726535,594.4954992607703,723490.547440369,121,162360,113.4867887855877,151001.5722440322,605,740141,597.4867887855878,728782.5722440325,0.2795719635316124,141.0,0.04675385699741562,0.04869219963733763,3.283365535992241e-05,3.4076646001447645e-05,248.0,252.0,226.0,229.0,0.04132231404958678,0.04639142277514691,2.8077366906617172e-05,3.196208043522552e-05,245.0,253.0,226.0,230.0
18,0502,1.3046486824919992,8.253771586240495,54,89565,53.99921529229263,89563.76869425668,494,729192,493.99921529229266,729190.7686942569,54,89565,53.99921529229263,89563.76869425668,494,729192,493.99921529229266,729190.7686942569,0.2406570295417481,191.0,0.16941015089163236,0.16941480549628368,9.090028290686101e-05,9.090262878635965e-05,49.0,53.0,72.0,75.0,0.16941015089163236,0.16941480549628368,9.090028290686101e-05,9.090262878635965e-05,42.0,49.0,59.0,73.0
19,0501,5.081486888477988,22.54734508908666,116,143474,115.46155691523556,143140.13051193964,606,729077,605.4615569152354,728743.1305119399,118,144808,116.23153638988579,143666.29837989828,608,730411,606.2315363898856,729269.2983798984,0.12560584506332312,366.0,0.04503567181926278,0.04541630048590043,3.541824069586091e-05,3.556736208671458e-05,264.0,269.0,206.0,218.0,0.043665613329503014,0.04487356439647035,3.483230338141476e-05,3.533280578793249e-05,233.0,261.0,176.0,208.0
