,geoid,carea,cperim,cpolsbypop,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
94,1201,1.0836401420935513,5.676272047239911,0.4226380024699333,28,122424,26.54601194503706,117846.36575146555,151,696442,149.5460119450371,691864.3657514654,30,130765,27.152039566147643,119283.17998627006,153,704783,150.15203956614766,693301.1799862699
95,1220,0.6348292829825,5.288741957113691,0.28520823409526647,63,313538,49.49089544269289,247449.89253268647,162,735957,148.4908954426929,669868.8925326868,101,491220,59.74081124195838,295996.39596776385,200,913639,158.7408112419584,718415.3959677644
96,1222,0.04105035811457835,2.1614564083929406,0.11041646822656714,66,243090,50.017312199678315,184532.37878265991,178,637683,162.01731219967832,579125.37878266,116,447423,66.03617816010261,249201.9477057167,228,842016,178.03617816010257,643794.9477057167
97,1208,0.4948859271849098,3.9218241341461737,0.4043325815796069,39,188155,34.28096083864971,166445.02429326385,146,719326,141.28096083864978,697616.0242932639,42,234106,35.274474650172856,181653.3196304941,149,765277,142.2744746501729,712824.3196304942
98,1219,0.20854880897982295,3.907478185343984,0.1716423507031775,46,169937,37.76021180973085,141846.74006312402,183,686042,174.76021180973083,657951.7400631239,57,211999,41.52495526839305,155429.3441487617,194,728104,178.52495526839297,671534.3441487615
99,1207,0.1361000961064994,2.204146035729883,0.3520363952220392,35,166353,28.586512272791484,139307.69354229278,135,642620,128.58651227279148,615574.6935422928,49,244306,32.50626771417748,161605.9221283352,149,720573,132.50626771417748,637872.9221283352
100,1202,2.181737876799858,9.975966325896726,0.2754878733197336,40,176529,36.90371129531335,166446.61115474108,161,691856,157.90371129531334,681773.6111547414,45,190306,38.24638134991078,169548.68023920173,166,705633,159.24638134991076,684875.6802392019
101,1214,0.070086970673443,2.155514646837155,0.18955934381276654,64,232192,54.44312165922029,197621.599188762,186,671860,176.4431216592203,637289.599188762,84,314551,59.22478623809948,217034.49023564425,206,754219,181.22478623809948,656702.4902356443
102,1206,0.6863717411706873,5.076817855004412,0.33464635149304983,48,177028,39.45306520414807,146235.09256302586,163,707669,154.4530652041481,676876.0925630257,60,236991,42.14160901678145,157903.73625541173,175,767632,157.14160901678147,688544.7362554114
103,1203,1.7912919395696307,7.225703222823798,0.43113769504016086,38,223114,35.39412386460632,207139.59470470613,133,686905,130.3941238646063,670930.594704706,47,271655,38.72003556404072,224541.79224419195,142,735446,133.72003556404073,688332.7922441919
