,geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1,cpolsby,rank_cpolsby,dpolsby_0.5,dpolsby_pro_0.5,dpop_polsby_0.5,dpop_polsby_pro_0.5,rank_dpolsby_0.5,rank_dpolsby_pro_0.5,rank_dpop_polsby_0.5,rank_dpop_polsby_pro_0.5,dpolsby_0.1,dpolsby_pro_0.1,dpop_polsby_0.1,dpop_polsby_pro_0.1,rank_dpolsby_0.1,rank_dpolsby_pro_0.1,rank_dpop_polsby_0.1,rank_dpop_polsby_pro_0.1
0,0105,0.9833829439946272,6.679186703300577,36,182485,35.56444338612812,180862.82200263932,149,683019,148.5644433861282,681396.8220026393,36,182485,35.56444338612812,180862.82200263932,149,683019,148.5644433861282,681396.8220026393,0.2770035715026495,251.0,0.11496913580246913,0.11745806665745855,2.0510603593613488e-05,2.083058650051717e-05,356.0,339.0,313.0,296.0,0.11496913580246913,0.11745806665745855,2.0510603593613488e-05,2.083058650051717e-05,386.0,352.0,359.0,310.0
1,0101,1.5238044947573175,12.317447950185132,47,216868,44.11347769937809,206167.85250030985,165,666616,162.11347769937802,655915.8525003098,52,238977,45.79736598693102,214233.3222617289,170,688725,163.797365986931,663981.3222617292,0.1262111264220029,56.0,0.07469443186962427,0.08330604733229091,1.4173750533184306e-05,1.5431432121040724e-05,284.5,278.0,246.0,241.0,0.0628698224852071,0.07809548253240922,1.2059620403830124e-05,1.446711112483279e-05,294.0,286.0,263.0,251.0
2,0103,1.9340122856754665,9.522394738863225,60,261717,58.67316178189108,254229.8310711575,166,684195,164.6731617818911,676707.8310711572,63,272529,59.52872559466,257424.7943296998,169,695007,165.52872559466005,679902.7943296996,0.26802588044984016,237.0,0.04611111111111111,0.04783478650077187,9.98886236787277e-06,1.0470036231033933e-05,161.0,140.0,159.0,142.0,0.04257999496094734,0.04671111145273294,9.357583981354385e-06,1.0259969676572805e-05,204.0,157.0,199.0,161.0
3,0107,2.5537218660324985,14.213954974820151,88,324426,81.0867118222433,297452.07131059736,199,682001,192.0867118222433,655027.0713105972,106,407966,85.42414660769303,317985.6791507634,217,765541,196.42414660769302,675560.6791507633,0.15883769947009682,99.0,0.025697314049586778,0.0292144653797803,6.479682220465575e-06,7.4032983928890034e-06,42.0,40.0,63.0,64.0,0.019312922748309008,0.026917429064989343,4.59960475608666e-06,6.68111951484047e-06,45.0,43.0,56.0,61.0
4,0104,2.3066647033107017,11.719129266181538,70,300629,68.49354040971721,294185.6398772179,168,689905,166.49354040971718,683461.6398772178,72,307857,69.1049296694508,296967.3959130257,170,697133,167.10492966945083,686243.3959130256,0.21105888752989463,161.0,0.03428571428571429,0.035489359204965314,7.63356746097737e-06,7.897164871559961e-06,88.0,70.0,93.0,79.0,0.03279320987654321,0.03499219640663903,7.355591044964238e-06,7.781451889023078e-06,133.0,86.0,146.0,90.0
5,0102,2.528289371515056,11.339464018452967,57,214949,54.906556498668536,207782.43985005672,183,679967,180.90655649866852,672800.4398500564,65,246454,57.2145762184562,217832.70155824238,191,711472,183.2145762184562,682850.7015582423,0.24708796263859253,205.0,0.05632502308402586,0.060007549500812114,1.4716921661726954e-05,1.5583628394873656e-05,207.0,197.0,253.0,247.0,0.045207100591715975,0.05596888451963181,1.1713483513092072e-05,1.439062329269912e-05,215.0,202.0,259.0,249.0
6,0106,1.0619851537064988,9.082973507605317,62,303579,58.573841796930225,284292.8325132509,147,682931,143.57384179693028,663644.832513251,79,375798,62.9691118153651,302795.4642970437,164,755150,147.96911181536515,682147.4642970436,0.1617604008758769,102.0,0.0382414151925078,0.04184734426102526,7.410258783312087e-06,8.211148301452822e-06,109.0,110.0,82.0,88.0,0.02627784008972921,0.037317791318616546,5.347173769934569e-06,7.440113114325858e-06,90.0,97.0,85.0,83.0
7,0200,282.22848143597776,393.7671142929257,57,189967,46.97712775976333,155524.8644043108,153,642730,142.9771277597633,608287.8644043109,71,257468,51.58081630363464,176508.45383846288,167,710231,147.58081630363458,629271.4538384629,0.02287345753138112,1.0,0.04709141274238227,0.06478786200082728,1.781034133753216e-05,2.5148349622139718e-05,164.0,215.0,288.0,329.0,0.03312834755008927,0.0554694023246171,1.0714036102837995e-05,2.0197936829967277e-05,138.5,200.0,237.0,303.0
8,0409,0.04195876882000023,1.7170881858530291,64,249807,61.82525561056554,242424.76144248698,179,710727,176.82525561056556,703344.761442487,70,274919,63.440015998561385,248751.73202034394,185,735839,178.4400159985614,709671.7320203438,0.17883289212763306,116.0,0.043701171875,0.04626072698240384,1.1389210152688727e-05,1.1967799461438254e-05,152.0,134.0,195.0,183.0,0.03775510204081633,0.0443369369075272,9.735836927713104e-06,1.146899279323797e-05,168.0,144.0,209.0,190.0
9,0406,0.15838080154549858,2.3010137192920888,26,110592,23.93530230419309,102297.87952305828,173,715068,170.9353023041931,706773.8795230584,30,126468,24.83567158612166,105827.75683097886,177,730944,171.83567158612166,710303.7568309789,0.3759014357017125,347.0,0.2559171597633136,0.2983691591207617,5.846553378634983e-05,6.753784945158253e-05,419.0,416.0,422.0,419.0,0.19666666666666666,0.27858742421881744,4.5700694966578933e-05,6.342272972575027e-05,421.0,420.0,417.0,422.0
10,0404,8.503601205698738,27.429319525742496,64,284026,61.5593329459761,272822.369065785,156,711738,153.55933294597602,700534.3690657852,73,335071,64.2712773809495,287406.56457421137,165,762783,156.27127738094947,715118.5645742117,0.14203084850919775,70.0,0.0380859375,0.04052176993769602,8.82274969832717e-06,9.411730773700713e-06,107.0,101.0,131.0,117.0,0.03096265715894164,0.03783078029310681,6.794027835572889e-06,8.65734421793742e-06,122.0,103.0,132.0,122.0
11,0402,1.9479912228975031,7.0440183212569725,44,190347,40.77438672133262,176712.30778617304,181,714903,177.77438672133258,701268.3077861732,54,226993,43.23028265570804,185782.3971086483,191,751549,180.23028265570804,710338.3971086488,0.4933508786329382,409.0,0.09349173553719008,0.10692870664185483,1.9731270328861697e-05,2.2456941888049028e-05,326.0,323.0,307.0,306.0,0.06550068587105624,0.09643875909816532,1.4585871124681764e-05,2.0580511606127738e-05,302.5,322.0,298.0,308.0
12,0408,0.1364471765050001,2.681537657810671,38,183364,36.05304199231786,172790.3247643235,158,697688,156.05304199231787,687114.3247643234,47,217081,38.69793590859207,182743.64648846,167,731405,158.69793590859206,697067.6464884599,0.238455100698619,191.0,0.10941828254847645,0.12005725520392486,2.0750716865517823e-05,2.301389677877868e-05,347.0,345.0,314.0,310.0,0.0755998189225894,0.10597310911639789,1.5520806976566317e-05,2.087326336210309e-05,336.0,337.0,313.0,311.0
13,0401,14.112755891602113,27.454395601060835,54,207112,51.35872562405451,196910.2430142278,170,708303,167.35872562405459,698101.2430142278,65,256899,54.72198970813446,212646.87167591407,181,758090,170.72198970813454,713837.8716759143,0.2352869927758016,187.0,0.05829903978052126,0.0634482842193438,1.6512337482901153e-05,1.800453025628738e-05,216.0,213.0,272.0,269.0,0.04284023668639053,0.05701192478536492,1.1486717501799924e-05,1.5786344973141644e-05,205.0,205.0,254.0,260.0
14,0407,0.05160221026149976,1.180205030464896,46,189640,43.722408192981675,180451.15219036755,170,713168,167.72240819298162,703979.1521903675,51,208086,45.047502418623495,185858.2529834761,175,731614,169.04750241862342,709386.2529834759,0.4655466921391406,401.0,0.08034026465028356,0.08773703232455367,1.983042193067685e-05,2.161924281163525e-05,298.0,289.0,308.0,300.0,0.06728181468665898,0.08330428173157613,1.6896481751628944e-05,2.053615184985969e-05,316.0,300.0,330.0,307.0
15,0403,3.894633961979231,13.781971382318403,65,271202,60.88160069503998,251373.4545054893,166,706629,161.88160069503994,686800.4545054893,77,325934,64.27472405459865,266664.4799889162,178,761361,165.27472405459866,702091.4799889162,0.2576640466208794,221.0,0.03928994082840237,0.043674240909432435,9.607395757991524e-06,1.0869054012274839e-05,116.0,122.0,148.0,151.0,0.03002192612582223,0.04000608000549003,7.166899156775769e-06,9.873323360004106e-06,115.0,118.0,142.0,153.0
16,0405,0.07389150255250211,1.2890567977483351,29,117615,28.212528420736184,114229.15798334152,172,710445,171.21252842073616,707059.1579833417,29,117615,28.212528420736184,114229.15798334152,172,710445,171.21252842073616,707059.1579833417,0.5588049634842617,428.0,0.20451843043995244,0.21510550334323314,5.13576373487295e-05,5.41878351256197e-05,402.0,400.0,410.0,403.0,0.20451843043995244,0.21510550334323314,5.13576373487295e-05,5.41878351256197e-05,424.0,408.0,423.0,415.0
17,0503,1.4351097429461654,10.993004355645873,45,241251,43.89447511811212,235587.94729914446,140,720383,138.89447511811215,714719.9472991446,50,269529,45.44555996141892,245192.35151012766,145,748661,140.44555996141898,724324.3515101278,0.1492320746968806,86.0,0.0691358024691358,0.07208837743761318,1.2377279870279863e-05,1.287744687272298e-05,259.0,241.0,215.0,200.0,0.058,0.06800253396120874,1.0305622026016477e-05,1.2048119009355419e-05,279.0,243.0,228.0,197.0
18,0504,5.764904753899412,15.706015655976849,59,251577,56.846567688005635,239493.6302893381,184,738321,181.84656768800565,726237.6302893382,61,261981,57.80185763962493,244466.22710610143,186,748725,182.80185763962498,731210.2271061016,0.29367700899401367,269.0,0.05285837403045102,0.056272552205864024,1.1665499873279753e-05,1.2661664858023824e-05,195.5,183.0,198.0,191.0,0.0499865627519484,0.054713816894535736,1.0908944780550465e-05,1.2235015306175878e-05,240.0,196.0,241.0,201.0
19,0502,1.304445545631998,7.767642398424338,33,154150,32.88809637548719,153626.02566722324,168,729192,167.88809637548718,728668.0256672234,33,154150,32.88809637548719,153626.02566722324,168,729192,167.88809637548718,728668.0256672234,0.27167981380442413,244.0,0.15426997245179064,0.15521812464412107,3.0687028538681515e-05,3.0874513430977105e-05,386.0,368.0,366.0,356.0,0.15426997245179064,0.15521812464412107,3.0687028538681515e-05,3.0874513430977105e-05,400.0,383.0,395.0,365.0
20,0501,5.080813977727924,21.81250518202132,62,230335,61.75295151834864,229535.95257113595,194,728022,193.75295151834868,727222.9525711356,63,233594,62.252357302002295,231163.5160200632,195,731281,194.25235730200237,728850.516020063,0.13419368025976816,63.0,0.050468262226847034,0.05080809215433232,1.372222806574714e-05,1.3802766425099198e-05,182.0,156.0,242.0,222.0,0.0491307634164777,0.05012503569233066,1.3401731813326785e-05,1.3639544987410716e-05,235.5,171.0,282.0,236.0
21,0649,0.1393737794712076,2.8796006054338124,45,305101,37.47089555901928,254217.56831831788,123,733216,115.47089555901928,682332.5683183178,55,356346,40.086712905833814,267545.1544472549,133,784461,118.08671290583379,695660.1544472547,0.21121581280465296,162.0,0.06074074074074074,0.0822402436406732,7.876706646097816e-06,1.0558080782596229e-05,225.0,275.0,98.0,146.0,0.04396694214876033,0.0734852442722082,6.1777109029226485e-06,9.718583026722359e-06,211.0,266.0,108.0,149.0
22,0627,0.17846361009100006,2.6022274751488785,48,187576,44.131026766927974,173313.98622655205,164,710312,160.13102676692796,696049.9862265523,63,248061,47.97448945733692,189167.55568484656,179,770797,163.97448945733692,711903.5556848467,0.3311837520356918,309.0,0.07118055555555555,0.08222188410523557,2.0188061117210126e-05,2.3172516863864508e-05,269.0,274.0,312.0,313.0,0.04509952128999748,0.07124519246090706,1.2526306540370187e-05,1.989426312627337e-05,214.0,255.0,273.0,298.0
23,0647,0.05631500750003895,2.5988074756324857,50,228826,44.45822861709217,201542.21373175085,154,678416,148.45822861709215,651132.2137317507,69,311800,49.340624286679976,223031.11820810547,173,761390,153.34062428667988,672621.1182081057,0.10478178572700128,34.0,0.0616,0.07511038096194654,1.2956429731112398e-05,1.6030133265830944e-05,229.0,252.0,232.0,250.0,0.03633690401176223,0.0629865682210644,7.831680231197035e-06,1.3521957763830708e-05,163.0,228.0,159.0,234.0
