,geoid,perim (b),w_perim (b),area (b),w_area (b),a/p^2 (b) 0.5,w_a/p^2 (b) 0.5,rank_a/p^2 (b) 0.5,rank_w_a/p^2 (b) 0.5,a/p^2 (b) 0.1,w_a/p^2 (b) 0.1,rank_a/p^2 (b) 0.1,rank_w_a/p^2 (b) 0.1
190,2405,521,34979,20133,720472,0.07417081428376701,0.0005888468123532367,329.0,171.0,0.07417081428376701,0.0005888468123532367,329.0,171.0
191,2407,1005,72808,13703,716862,0.013566990916066434,0.0001352313416779389,40.0,32.0,0.013566990916066434,0.0001352313416779389,40.0,32.0
192,2506,424,22550,15570,727515,0.08660777856888573,0.0014307009306738904,358.0,276.0,0.08660777856888573,0.0014307009306738904,358.0,276.0
193,2505,726,42143,13293,727515,0.025220271839355234,0.00040962934005492373,121.0,130.0,0.025220271839355234,0.00040962934005492373,121.0,130.0
194,2508,662,40758,14299,727514,0.032627942424767936,0.0004379410196406152,178.0,137.0,0.032627942424767936,0.0004379410196406152,178.0,137.0
195,2501,581,19085,23243,727515,0.06885570311736249,0.0019973658650622545,320.0,301.0,0.06885570311736249,0.0019973658650622545,320.0,301.0
196,2507,710,53632,8357,727514,0.016578059908748263,0.0002529259383579639,58.0,74.0,0.016578059908748263,0.0002529259383579639,58.0,74.0
197,2502,715,27241,20417,727514,0.039937405252090566,0.000980381850533466,223.0,230.0,0.039937405252090566,0.000980381850533466,223.0,230.0
198,2503,620,28368,17131,727514,0.04456555671175858,0.0009040322397216631,241.0,217.0,0.04456555671175858,0.0009040322397216631,241.0,217.0
199,2504,894,49630,15649,727514,0.01957994885115285,0.00029536076537199375,73.0,90.0,0.01957994885115285,0.00029536076537199375,73.0,90.0
200,2509,326,13080,29549,727514,0.27804019722232676,0.004252319295981446,432.0,364.0,0.27804019722232676,0.004252319295981446,432.0,364.0
201,2609,770,47123,11550,705975,0.01948051948051948,0.000317924106656869,71.0,97.0,0.01948051948051948,0.000317924106656869,71.0,97.0
202,2606,497,17100,26110,705974,0.10570465043783829,0.002414329195307958,383.0,314.0,0.10570465043783829,0.002414329195307958,383.0,314.0
203,2604,1073,29015,37542,705974,0.03260753442326216,0.0008385781787210731,177.0,205.0,0.03260753442326216,0.0008385781787210731,177.0,205.0
204,2603,974,36495,20127,705974,0.021215884032061524,0.0005300562636778651,87.0,159.0,0.021215884032061524,0.0005300562636778651,87.0,159.0
205,2612,565,28858,12633,705974,0.03957396820424466,0.0008477274551056425,221.0,208.0,0.03957396820424466,0.0008477274551056425,221.0,208.0
206,2611,812,63194,11350,705974,0.017214079448664127,0.00017678158167446246,65.0,45.0,0.017214079448664127,0.00017678158167446246,65.0,45.0
207,2607,881,29008,24676,705974,0.03179237297416387,0.0008389829467512471,169.0,206.0,0.03179237297416387,0.0008389829467512471,169.0,206.0
208,2602,714,34449,23879,705975,0.04684030474935072,0.0005948891978832577,256.0,172.0,0.04684030474935072,0.0005948891978832577,256.0,172.0
209,2610,526,23688,22312,705974,0.08064306264366985,0.0012581485405053492,345.0,262.0,0.08064306264366985,0.0012581485405053492,345.0,262.0
210,2608,670,41093,15444,705975,0.034404098908442864,0.0004180744487376677,192.0,131.0,0.034404098908442864,0.0004180744487376677,192.0,131.0
211,2613,850,41683,14940,705974,0.020678200692041522,0.00040632240479751276,81.0,128.0,0.020678200692041522,0.00040632240479751276,81.0,128.0
212,2605,674,27880,21371,705975,0.04704408773520943,0.0009082466051472904,257.0,219.0,0.04704408773520943,0.0009082466051472904,257.0,219.0
213,2601,734,6878,74447,705974,0.13818314784429314,0.014923282624152543,408.0,406.0,0.13818314784429314,0.014923282624152543,408.0,406.0
214,2614,972,53676,13450,705974,0.01423605818896171,0.00024503516727071936,46.0,71.0,0.01423605818896171,0.00024503516727071936,46.0,71.0
215,26ZZ,52,0,54,0,0.019970414201183433,,75.0,,0.019970414201183433,,75.0,
216,2703,458,28338,11776,662990,0.05613928033408974,0.0008255979121317558,291.0,202.0,0.05613928033408974,0.0008255979121317558,291.0,202.0
217,2706,858,25487,21083,662990,0.028638998918719197,0.0010206328444273812,142.0,239.0,0.028638998918719197,0.0010206328444273812,142.0,239.0
218,2705,353,21954,11521,662991,0.09245720614080845,0.0013755624539600465,366.0,272.0,0.09245720614080845,0.0013755624539600465,366.0,272.0
219,2702,443,9808,16290,662991,0.08300679239129881,0.006892023008151284,351.0,384.0,0.08300679239129881,0.006892023008151284,351.0,384.0
220,2704,290,15009,12413,662990,0.14759809750297265,0.002943089455363582,413.0,331.0,0.14759809750297265,0.002943089455363582,413.0,331.0
221,2708,842,12684,59996,662991,0.08462488927505486,0.004120929324319527,356.0,362.0,0.08462488927505486,0.004120929324319527,356.0,362.0
222,2701,942,7439,45479,662991,0.051251797458540124,0.011980598539673513,270.0,399.0,0.051251797458540124,0.011980598539673513,270.0,399.0
223,2707,1335,12407,81219,662991,0.04557168707654757,0.004306992033950939,248.0,365.0,0.04557168707654757,0.004306992033950939,248.0,365.0
224,2804,492,7551,36325,741776,0.15006361953863442,0.013009596808536368,414.0,402.0,0.15006361953863442,0.013009596808536368,414.0,402.0
225,2802,1108,16406,55366,741862,0.045098658916446197,0.0027562443184612263,245.0,326.0,0.045098658916446197,0.0027562443184612263,245.0,326.0
226,2801,783,15126,38587,741837,0.06293865980306285,0.0032423530221322694,306.0,340.0,0.06293865980306285,0.0032423530221322694,306.0,340.0
227,2803,1202,21406,41500,741822,0.028723619259082893,0.0016189322209889294,145.0,284.0,0.028723619259082893,0.0016189322209889294,145.0,284.0
228,2908,933,11303,70208,748616,0.08065351773543376,0.00585964964380377,346.0,376.0,0.08065351773543376,0.00585964964380377,346.0,376.0
229,2903,1137,44033,37808,748615,0.029245750787650383,0.00038610193157319626,150.0,118.0,0.029245750787650383,0.00038610193157319626,150.0,118.0
230,2904,1390,18369,64169,748616,0.033212049065783344,0.002218646324455995,183.0,307.0,0.033212049065783344,0.002218646324455995,183.0,307.0
231,2902,764,47305,14231,748616,0.024380842082179766,0.0003345376573106976,114.0,101.0,0.024380842082179766,0.0003345376573106976,114.0,101.0
232,2905,854,25032,24472,748616,0.0335547279917073,0.001194725146188079,185.0,258.0,0.0335547279917073,0.001194725146188079,185.0,258.0
233,2906,1281,16842,68984,748616,0.04203878093385522,0.002639196817982131,236.0,323.0,0.04203878093385522,0.002639196817982131,236.0,323.0
234,2907,682,9413,45739,748616,0.0983372176021878,0.00844895481631427,373.0,393.0,0.0983372176021878,0.00844895481631427,373.0,393.0
235,2901,441,20434,17954,748616,0.09231750145258406,0.0017928845587407846,365.0,293.0,0.09231750145258406,0.0017928845587407846,365.0,293.0
236,3000,881,3420,132288,989415,0.170438865132363,0.08459141274238227,419.0,432.0,0.170438865132363,0.08459141274238227,419.0,432.0
237,3102,241,4022,15399,608781,0.26512973261479655,0.03763370334369323,430.0,423.0,0.26512973261479655,0.03763370334369323,430.0,423.0
238,3101,880,6441,47495,608780,0.061331353305785125,0.014674177836389642,304.0,405.0,0.061331353305785125,0.014674177836389642,304.0,405.0
239,3103,1684,3275,130458,608780,0.046003041057091756,0.056759396305576595,251.0,425.0,0.046003041057091756,0.056759396305576595,251.0,425.0
240,3202,652,2630,41038,675138,0.09653637698069178,0.09760702048605589,372.0,434.0,0.09653637698069178,0.09760702048605589,372.0,434.0
241,3203,272,21279,9690,675138,0.13097426470588236,0.0014910428472773892,403.0,282.0,0.13097426470588236,0.0014910428472773892,403.0,282.0
242,3201,228,38982,5955,675138,0.1145544783010157,0.00044428772914036085,394.0,138.0,0.1145544783010157,0.00044428772914036085,394.0,138.0
243,3204,607,25599,27855,675137,0.07560069371880504,0.0010302577944470489,333.0,240.0,0.07560069371880504,0.0010302577944470489,333.0,240.0
244,3301,672,26760,20915,658233,0.046314749858276646,0.0009191945343763197,254.0,220.0,0.046314749858276646,0.0009191945343763197,254.0,220.0
245,3302,912,30317,27922,658237,0.03357042551554324,0.000716159641611471,186.0,187.0,0.03357042551554324,0.000716159641611471,186.0,187.0
246,3407,722,36701,14958,732658,0.028694531196046685,0.0005439331161158996,144.0,164.0,0.028694531196046685,0.0005439331161158996,144.0,164.0
247,3412,673,39031,12031,732658,0.026562662139099063,0.0004809300781704003,131.0,150.0,0.026562662139099063,0.0004809300781704003,131.0,150.0
248,3405,708,40313,15192,732658,0.03030738293593795,0.00045082818442229136,157.0,141.0,0.03030738293593795,0.00045082818442229136,157.0,141.0
249,3411,596,46386,13037,732658,0.03670161253997568,0.000340508101119104,203.0,102.0,0.03670161253997568,0.000340508101119104,203.0,102.0
250,3403,577,18292,19115,732658,0.057414643963127274,0.0021896712221771185,296.0,306.0,0.057414643963127274,0.0021896712221771185,296.0,306.0
251,3410,711,63585,7582,732658,0.014998387801891513,0.00018121408263530408,50.0,50.0,0.014998387801891513,0.00018121408263530408,50.0,50.0
252,3406,602,41798,12754,732657,0.03519276829174071,0.00041936260373497293,196.0,132.0,0.03519276829174071,0.00041936260373497293,196.0,132.0
253,3402,462,15456,28683,732658,0.13438185191431945,0.0030669526986913226,406.0,333.0,0.13438185191431945,0.0030669526986913226,406.0,333.0
254,3401,371,17686,14951,732658,0.10862315734410531,0.002342297499282884,387.0,313.0,0.10862315734410531,0.002342297499282884,387.0,313.0
255,3404,696,38292,17061,732657,0.035219728497820055,0.0004996715273353649,197.0,155.0,0.035219728497820055,0.0004996715273353649,197.0,155.0
256,3409,528,39823,8873,732658,0.0318275080348944,0.0004619908227119478,170.0,143.0,0.0318275080348944,0.0004619908227119478,170.0,143.0
257,3408,612,55567,5351,732658,0.014286705967790166,0.00023728342116112236,47.0,69.0,0.014286705967790166,0.00023728342116112236,47.0,69.0
258,3501,668,14317,17339,686393,0.03885716590770555,0.003348642585052767,216.0,344.0,0.03885716590770555,0.003348642585052767,216.0,344.0
259,3503,1424,13436,78270,686393,0.03859893794975382,0.003802181597058411,214.0,356.0,0.03859893794975382,0.003802181597058411,214.0,356.0
260,3502,1169,10010,73000,686393,0.053418764328851766,0.006850222704368559,278.0,383.0,0.053418764328851766,0.006850222704368559,278.0,383.0
261,3619,1002,30644,38279,717708,0.038126342126126984,0.0007642877166640475,211.0,196.0,0.038126342126126984,0.0007642877166640475,211.0,196.0
262,3606,352,48652,4330,717707,0.034946410123966945,0.0003032115816937502,195.0,91.0,0.034946410123966945,0.0003032115816937502,195.0,91.0
263,3617,421,29387,12058,717708,0.06803166310278096,0.0008310693796370371,318.0,203.0,0.06803166310278096,0.0008310693796370371,318.0,203.0
264,3618,563,32242,17035,717707,0.05374342601326944,0.000690403898059539,283.0,185.0,0.05374342601326944,0.000690403898059539,283.0,185.0
265,3611,204,45391,6140,717708,0.14753940792003076,0.0003483439609098734,412.0,106.0,0.14753940792003076,0.0003483439609098734,412.0,106.0
266,3610,469,138806,2277,717707,0.010351835098040107,3.72503796656923e-05,22.0,2.0,0.010351835098040107,3.72503796656923e-05,22.0,2.0
267,3622,828,14974,29206,717708,0.04260017736703307,0.0032009001703304112,237.0,338.0,0.04260017736703307,0.0032009001703304112,237.0,338.0
268,3625,172,9247,10511,717707,0.3552934018388318,0.008393545843709724,435.0,392.0,0.3552934018388318,0.008393545843709724,435.0,392.0
269,3615,117,26657,2406,717708,0.175761560376945,0.001010008998802637,420.0,235.0,0.175761560376945,0.001010008998802637,420.0,235.0
270,3623,844,13359,38098,717707,0.05348318770917095,0.004021603797822809,279.0,359.0,0.05348318770917095,0.004021603797822809,279.0,359.0
271,3602,329,17205,12370,717708,0.11428201882835524,0.0024245906901924,393.0,316.0,0.11428201882835524,0.0024245906901924,393.0,316.0
272,3601,215,12041,16064,717707,0.3475175770686858,0.004950192288299146,434.0,367.0,0.3475175770686858,0.004950192288299146,434.0,367.0
273,3616,290,22965,7351,717707,0.08740784780023782,0.001360862612001176,362.0,270.0,0.08740784780023782,0.001360862612001176,362.0,270.0
274,3605,352,41120,6355,717708,0.05128970816115702,0.0004244646966645975,271.0,133.0,0.05128970816115702,0.0004244646966645975,271.0,133.0
275,3614,322,59071,3677,717708,0.035463523783804636,0.0002056833519183714,198.0,58.0,0.035463523783804636,0.0002056833519183714,198.0,58.0
276,3607,588,132837,2822,717708,0.008162108380767273,4.06733242888214e-05,12.0,3.0,0.008162108380767273,4.06733242888214e-05,12.0,3.0
277,3620,475,14917,17244,717708,0.07642770083102493,0.003225409105912855,337.0,339.0,0.07642770083102493,0.003225409105912855,337.0,339.0
278,3627,591,25534,20554,717707,0.05884660201957736,0.0011008026691945116,299.0,246.0,0.05884660201957736,0.0011008026691945116,299.0,246.0
279,3612,291,90579,2428,717707,0.02867231138035687,8.747664911968139e-05,143.0,15.0,0.02867231138035687,8.747664911968139e-05,143.0,15.0
280,3613,164,60153,1538,717707,0.057183224271267104,0.0001983501798661934,295.0,54.0,0.057183224271267104,0.0001983501798661934,295.0,54.0
281,3621,700,11277,41041,717707,0.08375714285714286,0.005643649333802278,355.0,374.0,0.08375714285714286,0.005643649333802278,355.0,374.0
282,3603,391,27200,11384,717707,0.07446314453725447,0.0009700840722318339,331.0,228.0,0.07446314453725447,0.0009700840722318339,331.0,228.0
283,3609,313,80072,2328,717708,0.02376261878757566,0.00011194029180311802,109.0,21.0,0.02376261878757566,0.00011194029180311802,109.0,21.0
284,3626,252,18566,9930,717707,0.15636810279667424,0.0020821426960486926,416.0,304.0,0.15636810279667424,0.0020821426960486926,416.0,304.0
285,3604,351,20260,11444,717708,0.09288885642161995,0.0017485131591385044,369.0,292.0,0.09288885642161995,0.0017485131591385044,369.0,292.0
286,3608,404,81760,3468,717708,0.02124791687089501,0.00010736581412448634,88.0,19.0,0.02124791687089501,0.00010736581412448634,88.0,19.0
287,3624,407,9797,19831,717707,0.11971699195286419,0.007477578241382644,398.0,387.0,0.11971699195286419,0.007477578241382644,398.0,387.0
288,3701,2257,101057,24578,733499,0.004824845618878028,7.182352618026897e-05,4.0,11.0,0.004824845618878028,7.182352618026897e-05,4.0,11.0
289,3702,1197,63926,20010,733499,0.013965573918086779,0.00017949173897823222,45.0,48.0,0.013965573918086779,0.00017949173897823222,45.0,48.0
290,3709,969,73496,12766,733498,0.013595878849068278,0.00013579116905636473,41.0,33.0,0.013595878849068278,0.00013579116905636473,41.0,33.0
291,3705,1396,51121,23257,733499,0.011933912693656045,0.0002806731345015837,31.0,86.0,0.011933912693656045,0.0002806731345015837,31.0,86.0
292,3704,1461,95190,13469,733498,0.006310080809699225,8.094989324793389e-05,9.0,14.0,0.006310080809699225,8.094989324793389e-05,9.0,14.0
293,3710,847,28102,23492,733499,0.032745616517216816,0.0009288061175481099,181.0,222.0,0.032745616517216816,0.0009288061175481099,181.0,222.0
294,3711,890,30763,38585,733499,0.04871228380255018,0.0007750721912046339,264.0,198.0,0.04871228380255018,0.0007750721912046339,264.0,198.0
295,3712,1726,114727,13597,733499,0.004564166875903804,5.572733201321605e-05,3.0,5.0,0.004564166875903804,5.572733201321605e-05,3.0,5.0
296,3703,1305,47213,28074,733499,0.016484784427709516,0.00032906093831029475,57.0,99.0,0.016484784427709516,0.00032906093831029475,57.0,99.0
297,3706,1652,60448,21881,733499,0.008017649748782017,0.00020074080139861295,11.0,56.0,0.008017649748782017,0.00020074080139861295,11.0,56.0
298,3708,899,45341,26449,733499,0.03272576995079195,0.0003567938315876757,180.0,109.0,0.03272576995079195,0.0003567938315876757,180.0,109.0
299,3713,1645,96146,15135,733498,0.005593074712909156,7.934809276039446e-05,5.0,12.0,0.005593074712909156,7.934809276039446e-05,5.0,12.0
300,3707,1044,42723,27694,733498,0.025408831344225717,0.00040186062161409145,123.0,124.0,0.025408831344225717,0.00040186062161409145,123.0,124.0
301,3800,908,4579,133769,672591,0.1622496555337771,0.03207818329555138,418.0,420.0,0.1622496555337771,0.03207818329555138,418.0,420.0
302,3911,816,63791,11058,721032,0.016607194348327567,0.00017718857642144036,59.0,46.0,0.016607194348327567,0.00017718857642144036,59.0,46.0
303,3904,1404,35570,35903,721032,0.018213630571180427,0.0005698844529537792,69.0,168.0,0.018213630571180427,0.0005698844529537792,69.0,168.0
304,3903,1048,76567,13084,721031,0.011912913000407902,0.00012299024731881152,30.0,28.0,0.011912913000407902,0.00012299024731881152,30.0,28.0
305,3906,1490,25532,45564,721032,0.020523399846853745,0.0011060757428160914,78.0,248.0,0.020523399846853745,0.0011060757428160914,78.0,248.0
306,3910,371,9942,16963,721032,0.12324089479152288,0.007294693045857889,400.0,386.0,0.12324089479152288,0.007294693045857889,400.0,386.0
307,3912,1259,48122,24446,721031,0.015422555692737469,0.0003113627107677522,52.0,95.0,0.015422555692737469,0.0003113627107677522,52.0,95.0
308,3901,800,65538,11050,721032,0.017265625,0.0001678680986430675,66.0,40.0,0.017265625,0.0001678680986430675,66.0,40.0
309,3914,594,42560,14333,721032,0.04062227210375358,0.00039806253179942337,229.0,123.0,0.04062227210375358,0.00039806253179942337,229.0,123.0
310,3907,1579,57202,36853,721031,0.014781162350530895,0.00022035936381244872,48.0,62.0,0.014781162350530895,0.00022035936381244872,48.0,62.0
311,3905,1077,28842,40030,721031,0.03451073298451888,0.0008667686442851284,193.0,211.0,0.03451073298451888,0.0008667686442851284,193.0,211.0
312,3915,1741,48410,26924,721031,0.008882639559945775,0.0003076690226159439,13.0,94.0,0.008882639559945775,0.0003076690226159439,13.0,94.0
313,3909,822,57119,14075,721032,0.020830743365241742,0.00022100054693491406,82.0,63.0,0.020830743365241742,0.00022100054693491406,82.0,63.0
314,3913,1371,65736,18966,721031,0.010090224675882256,0.00016685813659304556,20.0,38.0,0.010090224675882256,0.00016685813659304556,20.0,38.0
315,3916,1114,83575,13280,721031,0.010701082034108087,0.00010322886840844769,23.0,18.0,0.010701082034108087,0.00010322886840844769,23.0,18.0
316,3902,881,38763,19365,721031,0.024949720483250254,0.00047986511037941416,119.0,149.0,0.024949720483250254,0.00047986511037941416,119.0,149.0
317,3908,759,25886,23450,721032,0.04070608126287796,0.0010760306592508752,230.0,245.0,0.04070608126287796,0.0010760306592508752,230.0,245.0
318,4002,1353,14263,82198,750270,0.044901997094955834,0.003688041648704789,244.0,354.0,0.044901997094955834,0.003688041648704789,244.0,354.0
319,4003,1518,20446,99692,750270,0.043263013360968335,0.0017947372153266229,239.0,294.0,0.043263013360968335,0.0017947372153266229,239.0,294.0
320,4001,680,13916,21828,750270,0.047205882352941174,0.0038742598076034742,259.0,357.0,0.047205882352941174,0.0038742598076034742,259.0,357.0
321,4004,723,27139,43673,750270,0.08354807175419768,0.001018661515915486,354.0,238.0,0.08354807175419768,0.001018661515915486,354.0,238.0
322,4005,557,22621,21727,750271,0.07003084619128506,0.0014662045423529551,322.0,279.0,0.07003084619128506,0.0014662045423529551,322.0,279.0
323,4104,604,6172,49457,766214,0.13556697074689705,0.020113990849482684,407.0,410.0,0.13556697074689705,0.020113990849482684,407.0,410.0
324,4102,754,6384,80440,766215,0.14149118054724932,0.01880030492113743,409.0,408.0,0.14149118054724932,0.01880030492113743,409.0,408.0
325,4105,999,21512,27311,766214,0.027365704042380718,0.0016557261371307232,135.0,288.0,0.027365704042380718,0.0016557261371307232,135.0,288.0
326,4103,482,25727,18458,766215,0.07944938964549508,0.0011576368871757132,342.0,253.0,0.07944938964549508,0.0011576368871757132,342.0,253.0
327,4101,625,16961,20955,766216,0.0536448,0.002663473059287516,281.0,324.0,0.0536448,0.002663473059287516,281.0,324.0
328,4204,586,16633,22045,705687,0.06419702034968375,0.0025507678941390066,311.0,322.0,0.06419702034968375,0.0025507678941390066,311.0,322.0
329,4203,915,30347,29048,705688,0.034695571680253216,0.0007662689063305072,194.0,197.0,0.034695571680253216,0.0007662689063305072,194.0,197.0
330,4215,811,26478,24372,705687,0.03705522554396165,0.0010065648521755048,207.0,234.0,0.03705522554396165,0.0010065648521755048,207.0,234.0
331,4214,848,42402,20322,705688,0.028260168209327162,0.00039250035064220456,141.0,120.0,0.028260168209327162,0.00039250035064220456,141.0,120.0
332,4210,1494,31474,45327,705687,0.020307468159115712,0.0007123742882531013,77.0,186.0,0.020307468159115712,0.0007123742882531013,77.0,186.0
333,4206,1303,55084,16602,705688,0.009778485094613116,0.00023257433787553784,19.0,64.0,0.009778485094613116,0.00023257433787553784,19.0,64.0
334,4217,1244,35248,26261,705687,0.016969556766369246,0.0005679932275222435,62.0,167.0,0.016969556766369246,0.0005679932275222435,62.0,167.0
335,4213,902,76344,9721,705687,0.01194807301832341,0.0001210771794754977,32.0,26.0,0.01194807301832341,0.0001210771794754977,32.0,26.0
336,4211,1214,28080,33443,705688,0.022691742954927277,0.0008949907062442675,99.0,216.0,0.022691742954927277,0.0008949907062442675,99.0,216.0
337,4209,1323,24259,40903,705688,0.0233687495322308,0.0011991318640648821,105.0,259.0,0.0233687495322308,0.0011991318640648821,105.0,259.0
338,4218,1039,38773,21754,705688,0.020151530169399207,0.0004694117130008107,76.0,145.0,0.020151530169399207,0.0004694117130008107,76.0,145.0
339,4216,973,29651,17784,705688,0.01878467861447151,0.0008026644764454127,70.0,199.0,0.01878467861447151,0.0008026644764454127,70.0,199.0
340,4205,1152,23134,43154,705688,0.032517421392746916,0.0013185945304927283,176.0,267.0,0.032517421392746916,0.0013185945304927283,176.0,267.0
341,4202,552,40239,8954,705688,0.02938589582020584,0.00043583125703021837,153.0,136.0,0.02938589582020584,0.00043583125703021837,153.0,136.0
342,4212,1204,37690,23667,705688,0.016326392644672796,0.000496775829913791,56.0,152.0,0.016326392644672796,0.000496775829913791,56.0,152.0
343,4201,973,63431,10638,705688,0.011236584069992575,0.00017539193365332208,27.0,44.0,0.011236584069992575,0.00017539193365332208,27.0,44.0
344,4207,1829,109210,13815,705688,0.004129747303706968,5.91681401589548e-05,1.0,6.0,0.004129747303706968,5.91681401589548e-05,1.0,6.0
345,4208,397,22034,13735,705688,0.08714603861454612,0.0014535368359603737,360.0,277.0,0.08714603861454612,0.0014535368359603737,360.0,277.0
346,4402,432,16268,13727,526284,0.07355431241426612,0.001988620167154671,328.0,300.0,0.07355431241426612,0.001988620167154671,328.0,300.0
347,4401,540,22980,11454,526283,0.0392798353909465,0.0009965963516161554,220.0,232.0,0.0392798353909465,0.0009965963516161554,220.0,232.0
348,4505,933,25019,26768,660766,0.03075053217214692,0.001055620447193895,160.0,243.0,0.03075053217214692,0.001055620447193895,160.0,243.0
349,4507,534,10998,28369,660767,0.09948589543968915,0.005462870615335473,376.0,372.0,0.09948589543968915,0.005462870615335473,376.0,372.0
350,4506,1644,42970,35162,660766,0.013009779719513856,0.0003578631502708835,36.0,110.0,0.013009779719513856,0.0003578631502708835,36.0,110.0
351,4502,958,31953,23675,660766,0.025796392100801514,0.0006471789890436097,126.0,178.0,0.025796392100801514,0.0006471789890436097,126.0,178.0
352,4503,590,16511,28647,660767,0.08229531743751796,0.0024238268414087084,347.0,315.0,0.08229531743751796,0.0024238268414087084,347.0,315.0
353,4504,415,14586,17791,660766,0.10330091450137902,0.0031058127580981887,382.0,335.0,0.10330091450137902,0.0031058127580981887,382.0,335.0
354,4501,667,29722,21496,660766,0.0483176702503321,0.0007479828294332858,263.0,194.0,0.0483176702503321,0.0007479828294332858,263.0,194.0
355,4600,977,5207,88360,814180,0.09256921476455927,0.030029304555932133,367.0,418.0,0.09256921476455927,0.030029304555932133,367.0,418.0
356,4707,1264,30844,38898,705123,0.02434630868450569,0.0007411796590154166,113.0,192.0,0.02434630868450569,0.0007411796590154166,113.0,192.0
357,4706,865,22368,28596,705123,0.038218450332453476,0.0014093231075816464,212.0,274.0,0.038218450332453476,0.0014093231075816464,212.0,274.0
358,4709,363,27036,13348,705123,0.10129848446903293,0.0009646727379718988,380.0,226.0,0.10129848446903293,0.0009646727379718988,380.0,226.0
359,4701,623,26616,32166,705123,0.08287450821762868,0.000995357985853916,350.0,231.0,0.08287450821762868,0.000995357985853916,350.0,231.0
360,4704,1119,24975,30673,705123,0.024496051226639386,0.001130456582708835,115.0,251.0,0.024496051226639386,0.001130456582708835,115.0,251.0
361,4702,800,19276,21925,705123,0.0342578125,0.0018977152415253294,191.0,298.0,0.0342578125,0.0018977152415253294,191.0,298.0
362,4705,430,18365,14420,705123,0.07798810167658193,0.0020906581007134497,340.0,305.0,0.07798810167658193,0.0020906581007134497,340.0,305.0
363,4708,799,27474,30624,705122,0.04796984967128811,0.0009341583006663691,261.0,223.0,0.04796984967128811,0.0009341583006663691,261.0,223.0
364,4703,1067,28866,29466,705122,0.025881672989374514,0.0008462351301228517,127.0,207.0,0.025881672989374514,0.0008462351301228517,127.0,207.0
365,4835,1462,105957,12956,698488,0.006061445352486428,6.221564994910994e-05,8.0,7.0,0.006061445352486428,6.221564994910994e-05,8.0,7.0
366,4801,778,10446,32837,698488,0.054250566676138805,0.006401163296013681,286.0,380.0,0.054250566676138805,0.006401163296013681,286.0,380.0
367,4806,935,38472,18826,698498,0.02153450198747462,0.0004719278843158196,89.0,147.0,0.02153450198747462,0.0004719278843158196,89.0,147.0
368,4814,490,18513,27630,698472,0.11507705122865473,0.002037958794462607,395.0,302.0,0.11507705122865473,0.002037958794462607,395.0,302.0
369,4802,1117,82554,11434,698488,0.009164142666962681,0.0001024902865286104,15.0,17.0,0.009164142666962681,0.0001024902865286104,15.0,17.0
370,4834,1117,19228,29940,698487,0.023996364478648124,0.0018892529136635867,111.0,297.0,0.023996364478648124,0.0018892529136635867,111.0,297.0
371,4813,1142,7439,76101,698488,0.05835232378749912,0.01262204813154247,297.0,401.0,0.05835232378749912,0.01262204813154247,297.0,401.0
372,4827,870,16660,34286,698487,0.04529792574976879,0.0025165660501895834,247.0,319.0,0.04529792574976879,0.0025165660501895834,247.0,319.0
373,4836,865,26218,34165,698488,0.04566139864345618,0.00101615470201465,249.0,237.0,0.04566139864345618,0.00101615470201465,249.0,237.0
374,4803,463,20280,14623,698488,0.06821415409877361,0.0016983337807188513,319.0,290.0,0.06821415409877361,0.0016983337807188513,319.0,290.0
375,4808,653,43954,19111,698488,0.0448184724056012,0.00036154481838635965,243.0,111.0,0.0448184724056012,0.00036154481838635965,243.0,111.0
376,4816,300,11744,14089,698488,0.15654444444444446,0.005064386753929423,417.0,369.0,0.15654444444444446,0.005064386753929423,417.0,369.0
377,4821,1502,116176,20978,698488,0.009298742378116351,5.17518775468081e-05,17.0,4.0,0.009298742378116351,5.17518775468081e-05,17.0,4.0
378,4820,622,78044,8455,698488,0.02185409580132546,0.00011467794683701605,91.0,22.0,0.02185409580132546,0.00011467794683701605,91.0,22.0
379,4830,838,47650,14452,698487,0.02057974151434544,0.0003076327144963329,80.0,93.0,0.02057974151434544,0.0003076327144963329,80.0,93.0
380,4833,1424,83026,13111,698488,0.006465704298699659,0.00010132829127550152,10.0,16.0,0.006465704298699659,0.00010132829127550152,10.0,16.0
381,4817,809,36661,26198,698487,0.04002866393371236,0.0005196964061460103,225.0,158.0,0.04002866393371236,0.0005196964061460103,225.0,158.0
382,4828,1004,42623,24435,698488,0.02424068665576737,0.0003844774926253927,112.0,117.0,0.02424068665576737,0.0003844774926253927,112.0,117.0
383,4805,1073,43211,25589,698488,0.02222561926260869,0.0003740850181833159,92.0,115.0,0.02222561926260869,0.0003740850181833159,92.0,115.0
384,4811,1601,9223,63926,698488,0.024939909121446193,0.008211349398990021,118.0,389.0,0.024939909121446193,0.008211349398990021,118.0,389.0
385,4823,1531,62269,65914,698488,0.0281207750470251,0.00018014207742057624,140.0,49.0,0.0281207750470251,0.00018014207742057624,140.0,49.0
386,4812,912,36144,18509,698488,0.02225324138196368,0.0005346708684420255,93.0,161.0,0.02225324138196368,0.0005346708684420255,93.0,161.0
387,4818,1266,63518,15186,698488,0.00947492943404985,0.0001731272056828308,18.0,42.0,0.00947492943404985,0.0001731272056828308,18.0,42.0
