,geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1,cpolsby,rank_cpolsby,dpolsby_0.5,dpolsby_pro_0.5,dpop_polsby_0.5,dpop_polsby_pro_0.5,rank_dpolsby_0.5,rank_dpolsby_pro_0.5,rank_dpop_polsby_0.5,rank_dpop_polsby_pro_0.5,dpolsby_0.1,dpolsby_pro_0.1,dpop_polsby_0.1,dpop_polsby_pro_0.1,rank_dpolsby_0.1,rank_dpolsby_pro_0.1,rank_dpop_polsby_0.1,rank_dpop_polsby_pro_0.1
20,0503,1.4385851658104152,10.119580056126354,44,232949,42.73276534644554,227112.1650161544,140,719247,138.7327653464455,713410.1650161545,51,268430,45.05415177595438,239558.35133348586,147,754728,141.0541517759543,725856.3513334859,0.17653078839644418,74.0,0.07231404958677685,0.07597261007383886,1.3254286630839932e-05,1.383115659458943e-05,206.0,178.0,175.0,139.0,0.05651672433679354,0.06948902820715472,1.0474380819721223e-05,1.2648180368367386e-05,250.5,190.0,209.0,150.0
21,0607,0.14966918798049805,1.581518081182565,32,149663,26.92812177704661,126153.55241151762,148,648864,142.92812177704658,625354.5524115176,44,207827,31.026332734521922,146246.5524419825,160,707028,147.0263327345219,645447.5524419826,0.7519586222522199,434.0,0.14453125,0.19710859459133095,2.8968418542235315e-05,3.929410006036966e-05,357.0,368.0,335.0,346.0,0.08264462809917356,0.15273347517563515,1.6369396792452907e-05,3.0177946501772178e-05,337.0,361.0,312.0,338.0
22,0638,0.024006958338000692,0.8010292979174264,38,174202,32.35818795584763,149248.76087266492,142,643768,136.35818795584765,618814.760872665,58,281280,37.352160789364035,174575.35327496726,162,750846,141.3521607893641,644141.3532749672,0.4701648970026403,361.0,0.09833795013850416,0.13023053799439316,2.121402672612346e-05,2.7780444882024288e-05,295.0,306.0,285.0,294.0,0.048156956004756245,0.10131435662736961,9.49015191887306e-06,2.113563606588257e-05,204.0,286.0,185.0,277.0
23,0629,0.02244445835949935,0.7494528839179337,20,79483,16.142104712538618,62751.8775198002,150,605913,146.1421047125386,589181.8775198001,40,149462,20.96336485139555,79903.0458298338,170,675892,150.96336485139557,606333.0458298336,0.5021463648020166,383.0,0.375,0.5608607356093064,9.590953138649312e-05,0.00014962216389230017,421.0,430.0,426.0,433.0,0.10625,0.3435180655101337,3.0256293702260913e-05,9.496959137073468e-05,371.0,417.0,391.0,425.0
24,0631,0.05621073386949956,1.855391880301519,30,155967,24.101462369188447,124258.76281275463,132,746002,126.10146236918844,714293.7628127545,51,279851,29.87114640178245,157225.29105172926,153,869886,131.87114640178243,747260.2910517291,0.20519076754234736,100.0,0.14666666666666667,0.21708675863942986,3.0667230292837e-05,4.626182990241177e-05,359.0,383.0,343.0,370.0,0.058823529411764705,0.14779032389226224,1.1107302892348292e-05,3.0229230352308918e-05,262.0,355.0,227.0,339.0
25,0645,0.08468970234599997,1.2447278952562326,17,99932,14.19401604518405,85644.95747075084,135,691661,132.19401604518404,677373.9574707508,31,188693,18.338684478225748,112513.70288178117,149,780422,136.33868447822582,704242.7028817809,0.6868970092730591,427.0,0.4671280276816609,0.6561470988914861,6.926026193028006e-05,9.234744825715664e-05,433.0,435.0,415.0,419.0,0.1550468262226847,0.4053990646655233,2.1918858094004096e-05,5.563031513434024e-05,400.0,426.0,357.0,403.0
26,0642,0.2280529124319992,3.6206985201173616,40,249957,33.4985232346424,210487.30895051133,128,725228,121.49852323464238,685758.308950511,55,340642,37.36310301545058,233982.56842010308,143,815913,125.36310301545055,709253.5684201027,0.21860533568978283,112.0,0.08,0.10827287669588741,1.1607640684995197e-05,1.5478156977115063e-05,240.5,264.0,140.0,173.0,0.04727272727272727,0.08980155535936396,7.031491642567468e-06,1.2954913624114078e-05,199.0,255.0,107.0,158.0
27,0628,0.05396690149700119,1.2692886746097864,38,126940,31.278215492181012,106418.6231599045,159,624255,152.278215492181,603733.6231599046,61,208234,38.16810056496974,132616.08580905994,182,705549,159.1681005649697,629931.0858090599,0.42093645360045046,330.0,0.11011080332409973,0.1556516912725113,3.8740483942559513e-05,5.3310172989386185e-05,312.0,332.0,375.0,383.0,0.04891158290782048,0.10925842557421485,1.6271361631348938e-05,3.581794204983183e-05,213.0,301.0,311.0,362.0
28,0648,0.036506765356273764,1.2089026573534638,40,206031,31.743596819933067,162513.41364712318,143,658892,134.7435968199331,615374.4136471234,57,282387,36.83251920997047,186187.08682052637,160,735248,139.83251920997049,639048.0868205265,0.31390667735109584,229.0,0.089375,0.1337198458282946,1.5522050557394437e-05,2.3300272981658278e-05,268.0,309.0,212.0,262.0,0.04924592182209911,0.10307309902757276,9.220287277091175e-06,1.8434630003239816e-05,215.0,290.0,179.0,248.0
29,0617,0.05096882370416436,0.9924251549116692,27,137353,22.70291449368122,114273.11340794367,137,678972,132.70291449368125,655892.1134079436,41,201077,27.114142452856697,134910.72231983865,151,742696,137.11414245285678,676529.7223198385,0.6503077762334313,422.0,0.18792866941015088,0.25746442804078995,3.5989479511409506e-05,5.022781532701675e-05,386.0,397.0,362.0,379.0,0.08982748364069007,0.186505011033221,1.8369032846891453e-05,3.717011856150928e-05,356.0,383.0,331.0,365.0
