geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
4706,1.7129116170545595,9.666570859627779,49,234976,48.96470740152642,234814.59328012678,162,702146,161.96470740152648,701984.5932801267,51,243464,49.59410163032299,237759.9261843783,164,710634,162.59410163032305,704929.9261843782
4709,0.12927403470801907,2.9212966933044995,34,143000,32.237063051663135,133611.06839656,180,682190,178.2370630516631,672801.06839656,44,210708,34.90663842634372,152390.45769747815,190,749898,180.9066384263437,691580.4576974781
4702,0.629311620424003,8.43000923607116,46,186816,45.91967325023442,186357.7150714045,172,700907,171.91967325023438,700448.7150714046,50,199111,47.37462334901382,190629.04630025296,176,713202,173.37462334901377,704720.0463002531
4707,2.4023121480351546,11.658626130443682,70,316918,68.95272922035441,311032.4704820707,165,711590,163.9527292203544,705704.4704820707,72,324190,69.80127325908371,314149.84788561723,167,718862,164.8012732590837,708821.8478856173
4705,0.3312252995129982,3.7600170716511263,35,162230,34.46600586006169,159430.67657588577,178,707664,177.46600586006167,704864.6765758857,35,162230,34.46600586006169,159430.67657588577,178,707664,177.46600586006167,704864.6765758857
4708,1.8085064366118324,9.424957802821277,52,257730,49.20517294505605,237906.9952088273,174,727960,171.20517294505612,708136.9952088273,59,292284,50.85546029110091,246746.80176238576,181,762514,172.85546029110094,716976.8017623859
4704,1.5628372749544155,11.818196291875335,68,310270,66.4580710646158,305039.02567039005,145,696571,143.45807106461584,691340.0256703901,72,339514,67.60197256202285,312688.53066331847,149,725815,144.6019725620229,698989.5306633185
4701,1.0959782396095012,7.804747790828538,48,211480,47.616527172233944,209688.45934552478,159,706103,158.616527172234,704311.4593455248,48,211480,47.616527172233944,209688.45934552478,159,706103,158.616527172234,704311.4593455248
4703,1.2169150254757153,11.345109397097975,57,260579,55.50131362392825,254831.4498437627,162,710974,160.50131362392824,705226.4498437628,58,263149,55.91881303485947,255904.42332985596,163,713544,160.91881303485945,706299.423329856
