geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
4822,0.2547107293894981,4.087404570428461,69,270307,64.20728465533946,249305.8980015247,261,716217,256.2072846553394,695215.8980015246,89,311239,69.69648534711887,260268.11988491696,281,757149,261.6964853471188,706178.1198849168
4812,0.3681300338775014,3.965193389378457,85,144070,78.04299600445515,133972.36250991252,472,697190,465.04299600445495,687092.3625099125,121,194186,87.76031223168053,146725.881765631,508,747306,474.76031223168036,699845.8817656311
4810,1.2449831725659988,8.952654448536467,138,302596,127.65189131474122,278619.4316775913,358,683945,347.65189131474114,659968.431677591,181,417224,139.76351954778252,313418.39929058944,401,798573,359.76351954778244,694767.3992905894
4811,6.915730621607065,20.65237477047392,90,118848,87.21488341125341,115862.25917872359,580,698189,577.2148834112534,695203.2591787238,96,126608,89.50715577680305,118684.25309875821,586,705949,579.5071557768031,698025.2530987584
4833,0.05392549583149913,2.9285990706284912,151,216705,130.82653072865682,190815.14992499616,497,685598,476.82653072865696,659708.1499249961,207,289312,146.6031723127043,211248.92963497574,553,758205,492.60317231270454,680141.9296349754
4824,0.06828288557799995,1.606066345349579,72,116659,65.14715443429328,105732.77799312543,483,700382,476.1471544342932,689455.7779931253,95,150265,71.47554830263469,114858.05363112221,506,733988,482.4755483026345,698581.0536311222
4832,0.04954704868900047,1.8149914135001946,114,166072,101.60069843479998,149436.04569079645,506,696422,493.60069843480005,679786.0456907965,146,212398,111.9179676309784,163653.03286990072,538,742748,503.91796763097847,694003.0328699006
4826,0.24550639040049982,2.3462099313713307,46,92872,42.079555594724596,85593.13761490643,379,700891,375.07955559472464,693612.1376149063,55,115303,44.74401328110754,92235.14297877041,388,723322,377.7440132811076,700254.1429787702
4801,2.0335067905230906,8.965145590355778,76,117897,73.42459195466344,113639.91102676517,486,699604,483.42459195466336,695346.911026765,80,124481,74.84483266296948,115847.8438618217,490,706188,484.8448326629694,697554.8438618216
4815,1.8642005014450513,12.83157257843492,99,206425,94.21514473049392,196253.89310001166,341,688258,336.21514473049393,678086.8931000116,113,258031,97.8936509502692,209008.96116086678,355,739864,339.8936509502693,690841.9611608667
4831,0.5388942785964984,3.702351198286031,50,87769,47.49287638702042,83515.2341888707,421,699458,418.49287638702043,695204.234188871,58,98853,48.974305701921594,85517.6364617474,429,710542,419.9743057019216,697206.6364617477
4834,1.9762181012340316,17.918074741203984,91,172879,84.31779986427325,158848.81669857237,415,703112,408.3177998642732,689081.8166985727,96,181969,86.21484017154005,161549.32264448845,420,712202,410.21484017154,691782.3226444888
