geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
0101,1.522668318940099,11.590213641160522,47,216868,43.92868372822695,205668.49121085732,165,666616,161.92868372822696,655416.4912108573,52,238977,45.65356227628271,213922.98472409928,170,688725,163.6535622762827,663670.9847240994
0104,2.3014770132163354,11.125814461858674,67,284497,64.38171641117633,274134.9334826489,168,689905,165.38171641117637,679542.9334826489,71,304789,65.23676165700424,278562.7929477558,172,710197,166.2367616570043,683970.7929477559
0107,2.5551004921104274,12.785781262082947,73,279958,66.57297914091609,250580.54447320377,198,683347,191.57297914091615,653969.5444732035,95,377289,71.90875868784983,274633.18356965535,220,780678,196.90875868784983,678022.1835696549
0103,1.9325412634464096,8.850550834385256,56,248672,52.57556384450729,232954.628644138,166,683565,162.57556384450737,667847.6286441379,59,262761,53.536077385406145,237303.4448139851,169,697654,163.5360773854062,672196.4448139849
0106,1.0599186654524997,8.148967516778676,53,259253,48.80532177814052,238281.3019376997,145,670952,140.80532177814055,649980.3019376996,66,328347,53.09125826020983,260808.13269618497,158,740046,145.09125826020986,672507.1326961848
0105,0.9846246376309845,6.5490316885236,36,183692,35.51906887304279,181363.08990807613,149,683019,148.5190688730428,680690.089908076,37,185649,35.744920460377216,181805.0814644896,150,684976,148.74492046037724,681132.0814644895
0102,2.5342167678324246,10.610639321049854,50,180575,47.46022204156305,170861.9664405229,186,691230,183.46022204156301,681516.966440523,58,213243,50.17385167705,182602.65017728767,194,723898,186.17385167704998,693257.6501772878
