geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
3404,0.19410699753690316,3.1854347119187643,133,206584,128.34578528820663,200704.62797020198,469,731342,464.3457852882066,725462.6279702018,136,211844,129.40591676730267,202616.19302849396,472,736602,465.4059167673027,727374.1930284937
3407,0.27245909061795315,4.013658970710109,141,210461,139.22775579352282,207975.1208316129,479,731924,477.22775579352304,729438.1208316132,145,215758,140.801711011698,209954.38469741977,483,737221,478.8017110116983,731417.3846974202
3411,0.1471871353219993,2.8424874167388605,121,180712,119.57329976957178,178683.5247327136,523,732995,521.5732997695718,730966.5247327135,124,184211,120.40328427316658,179597.10949211736,526,736494,522.4032842731665,731880.1094921173
3405,0.28396141000721226,4.1297626910473335,141,192343,140.14244265749744,191258.1334775722,592,732443,591.1424426574976,731358.1334775722,141,192343,140.14244265749744,191258.1334775722,592,732443,591.1424426574976,731358.1334775722
3408,0.01786666281968515,1.49725099699701,129,179278,121.83176248236785,170191.04104218195,504,726679,496.8317624823681,717592.0410421817,154,213045,129.4004208876992,180173.4165247773,529,760446,504.40042088769957,727574.4165247768
3406,0.06255100763391715,2.9179068533372963,148,226474,140.71541505892603,216586.53894077445,508,721228,500.71541505892577,711340.5389407744,159,243629,143.8390328924991,221436.7540419305,519,738383,503.8390328924987,716190.7540419303
3403,0.26763563618701314,3.5395097298718365,109,152399,104.09146114626928,149355.4000944239,471,729382,466.09146114626924,726338.4000944239,117,163099,105.74645835034056,151548.90476348606,479,740082,467.74645835034056,728531.904763486
3401,0.10078374613975317,2.1966352047735502,66,103137,65.58930994405615,102347.67866312289,536,731586,535.589309944056,730796.6786631229,67,106017,65.94091708805533,103360.30723784052,537,734466,535.9409170880552,731809.3072378405
3402,0.6187804301660403,5.228376890288235,117,144510,103.75889551004389,132187.04434012072,507,722605,493.75889551004377,710282.0443401205,138,158176,111.73447237236604,137324.68032521586,528,736271,501.734472372366,715419.6803252156
3409,0.028439937393602975,1.3814616680569392,128,155213,126.43705522608684,152991.19552811427,608,734819,606.4370552260867,732597.1955281149,129,156354,126.65139514663808,153235.75737746325,609,735960,606.651395146638,732841.7573774639
3412,0.11519638773235238,2.9668774293856655,130,223224,128.99296045799963,221495.08514863587,462,732197,460.99296045799963,730468.085148636,132,227408,129.5472369631913,222798.5275142214,464,736381,461.54723696319127,731771.5275142215
3410,0.022245898042862422,1.4558282123079878,154,191577,144.82209364733387,179528.25930803004,620,736938,610.8220936473336,724889.2593080301,178,226104,151.44828560463682,189053.22710332536,644,771465,617.4482856046368,734414.2271033254
