geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
1704,0.014836372831000259,1.90010609761683,103,441936,92.5101696540678,393749.32978758286,178,717420,167.51016965406782,669233.3297875827,133,587129,101.12122650231542,436374.5031943487,208,862613,176.1212265023154,711858.5031943483
1703,0.06779139276249978,2.2946810170869716,89,390511,80.04381226128663,346786.95097772736,165,722674,156.04381226128672,678949.9509777275,111,483736,87.08746059871572,377171.3204225053,187,815899,163.08746059871578,709334.3204225055
1707,0.01763975859819861,1.6738647751706965,95,329931,84.0241557313392,293048.9075943589,215,668338,204.02415573133916,631455.907594359,145,507842,99.81089121438067,350195.5392870198,265,846249,219.81089121438077,688602.53928702
1706,0.10965287068200066,3.5458750011619795,86,438414,77.795917908973,396425.52308033366,150,718932,141.79591790897305,676943.5230803336,113,580191,86.60838030243032,442431.37464320136,177,860709,150.6083803024304,722949.3746432016
1702,0.3032307125620623,3.218981382087959,57,232179,51.70343184179826,209523.68106905755,179,704885,173.70343184179822,682229.6810690576,70,286202,56.62906670473085,229279.31666133663,192,758908,178.62906670473077,701985.3166613369
1710,0.0882273031842364,2.386523510217749,57,294760,48.44042462783932,257606.09389977873,148,692570,139.4404246278393,655416.0938997788,74,380755,53.69066999704991,284295.8646924545,165,778565,144.6906699970499,682105.8646924545
1701,0.07246474837413941,2.727947259970688,93,361389,82.06262659011186,319225.30399928254,191,702304,180.06262659011188,660140.3039992824,129,500387,92.57292575473711,361701.16286981053,227,841302,190.57292575473707,702616.1628698105
1705,0.027105389383963802,1.912919420628072,98,393546,85.06257686685058,336973.44779467606,203,731655,190.06257686685058,675082.4477946761,125,506562,92.87836777598014,368204.9587412154,230,844671,197.87836777598017,706313.9587412154
1708,0.05901339523449971,2.436639626649851,64,314836,55.40379210443083,271851.3612676085,148,707574,139.4037921044308,664589.3612676084,86,434739,61.98050199879128,307624.8488864989,170,827477,145.98050199879128,700362.848886499
1712,1.3777899916120382,8.270898566001804,49,198263,48.899062012316165,197904.01276731052,177,710709,176.89906201231614,710350.0127673105,49,198263,48.899062012316165,197904.01276731052,177,710709,176.89906201231614,710350.0127673105
1714,0.45676351338151716,5.973908116022622,82,578646,76.3661503692341,536387.1346486688,112,751768,106.36615036923412,709509.1346486688,93,639561,80.08115309732908,557218.7756453207,123,812683,110.08115309732909,730340.7756453205
1709,0.029856678898829127,1.6350849582583271,70,310703,62.33549490960155,276368.1489302798,153,668343,145.3354949096015,634008.1489302795,102,468303,72.6329038434348,325971.6229473617,185,825943,155.63290384343478,683611.6229473617
1716,2.2273143824166444,11.050294290597066,65,278768,62.38339510275199,268206.7298531722,164,712634,161.38339510275196,702072.7298531726,79,328561,66.68687637462558,284129.7753729813,178,762427,165.68687637462554,717995.7753729816
1717,1.9696338132154703,11.443082002202292,88,300926,84.29781299325204,287454.5849063317,207,710470,203.29781299325208,696998.5849063315,98,338537,86.9283038660814,297004.10408198804,217,748081,205.92830386608148,706548.104081988
1713,1.5941585366460194,10.378132995990608,70,294129,64.7054280713406,271413.8332965036,181,687337,175.7054280713406,664621.8332965033,90,391600,71.96337794425423,306492.735466037,201,784808,182.9633779442542,699700.7354660368
1715,3.9902021646470747,15.335556939411035,69,277367,65.8350556395128,261668.8656997063,195,728938,191.83505563951286,713239.8656997064,74,299442,66.9515477944816,266219.3869019228,200,751013,192.95154779448163,717790.386901923
1718,2.9226851231822977,12.800875672929337,82,301556,75.61005534173168,274824.5819906362,187,728466,180.6100553417317,701734.581990636,100,372753,81.00980042156436,296277.830285518,205,799663,186.00980042156442,723187.830285518
1711,0.080178463647,2.9117336592477248,57,278897,53.88591010619662,264516.37614862336,142,660686,138.88591010619663,646305.3761486233,80,411210,61.35531840960336,308251.41119479924,165,792999,146.35531840960334,690040.4111947992
