geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
0502,1.3046380683134982,8.148447249102839,54,89565,53.976631468260656,89523.59850916258,494,729192,493.97663146826073,729150.5985091624,54,89565,53.976631468260656,89523.59850916258,494,729192,493.97663146826073,729150.5985091624
0501,5.081393119255043,22.252513394080992,115,142720,114.36757015378555,142269.8607004864,606,729077,605.3675701537854,728626.8607004867,117,144054,115.1375972689632,142796.0035648491,608,730411,606.1375972689631,729153.0035648494
0503,1.4353207291453898,11.328738754950107,79,132243,75.89169561228643,126631.57174215576,450,731114,446.8916956122867,725502.5717421558,86,141442,77.80729808687636,129031.67935130939,457,740313,448.80729808687664,727902.6793513094
0504,5.76409661451204,16.02956560422484,106,138883,103.3925900575517,135748.6960919654,597,726535,594.3925900575517,723400.696091965,114,152489,106.3861663464351,141044.30302513784,605,740141,597.3861663464351,728696.3030251374
