geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
2102,1.9359907301228543,14.505165128307995,66,263362,64.88088144516361,257374.039504262,175,727459,173.88088144516362,721471.0395042618,67,269036,65.25389081419293,259490.4946641344,176,733133,174.25389081419294,723587.4946641341
2103,0.08950123113448447,1.7512834309278533,26,111977,25.520848438282258,109671.67189645908,186,720287,185.52084843828226,717981.6718964591,29,121847,26.325242347959612,112629.8827733544,189,730157,186.32524234795963,720939.8827733544
2105,2.9915912568476593,12.559492726863303,64,239499,63.702399789698056,238201.22158575393,194,726565,193.70239978969806,725267.2215857541,65,246441,63.803174556803675,238900.80001900115,195,733507,193.8031745568037,725966.8000190011
2106,1.1542406399654987,9.189065829884917,34,127471,33.74255494031378,126644.59188126025,190,722413,189.74255494031374,721586.5918812602,36,141432,34.196708343100994,129954.76509554294,192,736374,190.19670834310097,724896.7650955429
2101,3.2953225522756617,18.29226628510154,86,294872,85.90665355329666,294608.2872655527,196,722765,195.90665355329668,722501.2872655528,87,297117,86.13559005385021,295122.2497092954,197,725010,196.13559005385022,723015.2497092956
2104,1.2018860842193515,10.79633581377422,68,262042,66.30153188941654,254663.0391423667,174,719878,172.30153188941645,712499.0391423667,72,279141,67.40116858836257,259605.7903914502,178,736977,173.4011685883625,717441.7903914502
