geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
3708,1.1720865791892132,7.853397107696414,114,197968,106.76700599049602,185211.2719846323,481,737720,473.76700599049605,724963.2719846325,133,232489,111.8569919954403,194040.89298138494,500,772241,478.8569919954403,733792.8929813851
3703,2.1129030870500225,36.619256728395094,221,340468,190.8720021332848,296142.4236108368,454,711678,423.872002133285,667352.4236108364,273,401214,208.58729667554263,317204.44590406853,506,772424,441.5872966755429,688414.4459040681
3704,0.2752849249304984,8.331072784232818,204,374018,192.29587359766944,352473.23765363597,416,735810,404.2958735976694,714265.2376536358,244,445231,202.58324433484512,368963.8315918867,456,807023,414.583244334845,730755.831591887
3711,1.7792005998781693,10.065489082751032,98,146697,95.56186569035656,142645.49792551855,524,735112,521.5618656903566,731060.4979255185,105,157732,97.59385214766942,145402.497476489,531,746147,523.5938521476694,733817.4974764889
3710,0.6720579638436288,6.094459361455759,96,154571,91.97660363828614,149098.20374886636,535,732576,530.9766036382861,727103.2037488661,107,171727,95.45528838663424,154530.20880834316,546,749732,534.4552883866343,732535.2088083428
3705,0.9328063822806177,8.575006378651807,138,208221,129.8759957290306,196659.17426249263,498,729821,489.8759957290304,718259.1742624925,167,249567,138.66140007017464,209049.33083565673,527,771167,498.6614000701745,730649.3308356566
3706,0.9696239033710934,10.10869287095857,186,312717,173.78483591484286,291897.2552014013,482,747306,469.7848359148428,726486.2552014017,219,376015,183.1848458195689,309410.9236298629,515,810604,479.1848458195689,743999.9236298633
3701,1.4474435087628799,21.565733945241465,231,356914,211.93619233377404,328295.60516843316,526,711351,506.9361923337743,682732.6051684333,300,481017,230.19653701835003,360650.2841100056,595,835454,525.1965370183503,715087.2841100058
3712,0.14362931751649832,7.735280177924243,214,349288,198.03277195518405,322214.8302666051,474,722617,458.03277195518393,695543.8302666051,276,449017,215.67414768474984,350457.4633344672,536,822346,475.67414768474964,723786.463334467
3713,0.5975049718774983,11.022266273974948,213,398606,199.42568677061936,372905.8573106453,382,740503,368.42568677061945,714802.8573106452,250,462969,211.35620504859367,393430.8346185005,419,804866,380.3562050485937,735327.8346185006
3709,0.23169963361779544,5.754223058085325,156,261042,148.1056602115572,249507.62702799955,428,733002,420.10566021155716,721467.6270279997,175,292648,153.45390069153368,258445.5314373803,447,764608,425.4539006915337,730405.5314373806
3702,0.8476148576889989,9.807928961482817,154,280941,147.56966147962785,268375.6129286438,425,733282,418.5696614796278,720716.6129286438,177,328444,154.23276913905104,281418.3935116147,448,780785,425.232769139051,733759.393511615
3707,1.6003841098362137,12.492931819991481,156,228446,151.37217418679526,220495.01824539262,468,733771,463.3721741867953,725820.0182453928,170,251639,155.77917424367365,227564.00451439462,482,756964,467.7791742436737,732889.004514395
