geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
4708,1.8079911742196533,9.075662038016377,83,143665,78.76383098168124,134339.56628892565,475,708496,470.7638309816813,699170.5662889256,100,174683,83.42262805822396,142539.55574962642,492,739514,475.422628058224,707370.5557496261
4704,1.5617837490992426,10.283081946122422,103,187468,99.71746869996876,182513.35561146625,399,702572,395.7174686999687,697617.3556114658,114,207048,102.29778587039849,187181.4969618558,410,722152,398.29778587039857,702285.4969618553
4701,1.0968452762569985,7.397899556366014,79,122292,77.6341295904556,119807.40831442182,463,706103,461.63412959045564,703618.408314422,79,122292,77.6341295904556,119807.40831442182,463,706103,461.63412959045564,703618.408314422
4706,1.7140322120480982,8.549238243311263,86,150121,84.11985775811264,147539.8965156605,419,705429,417.1198577581125,702847.8965156603,90,157878,84.70969931332262,148621.45805639084,423,713186,417.70969931332246,703929.4580563908
4703,1.2168872087201386,10.043982970931339,103,157130,100.31857845771124,152883.46511184738,500,706836,497.31857845771145,702589.4651118474,106,160611,101.52767195956538,154332.15023769814,503,710317,498.5276719595655,704038.1502376982
4707,2.402965936732424,10.782052630691927,108,197981,105.85865872014297,193773.65199943172,413,705371,410.8586587201429,701163.651999432,113,203919,107.2872444133405,195161.5642870775,418,711309,412.2872444133404,702551.5642870779
4702,0.6290703218250167,7.316204086949896,72,119251,69.59695656764546,115770.77065396988,419,705263,416.5969565676456,701782.7706539697,76,124913,70.92136071522775,117726.72995536342,423,710925,417.9213607152278,703738.7299553632
4709,0.1295209254339207,2.8142618438881115,48,86429,43.13335304309982,77778.50258340723,519,701654,514.1333530430999,693003.5025834072,61,120238,46.68353464648915,85967.8755159933,532,735463,517.6835346464891,701192.8755159933
4705,0.3304150954924997,3.349395206025806,43,93529,41.954902979005226,90960.75317867096,518,704381,516.9549029790052,701812.753178671,45,95447,42.70987570787986,91651.08370396579,520,706299,517.7098757078799,702503.0837039658
