geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
5302,0.3581594638515924,9.775502456423823,81,344262,69.259379387698,296548.4003877132,137,625926,125.259379387698,578212.4003877131,100,445366,75.0707339801807,326314.74142759177,156,727030,131.0707339801807,607978.7414275914
5306,2.206538364967863,12.591203463825472,77,332703,67.95534333247578,292948.98677415546,146,635436,136.95534333247573,595681.9867741558,90,398665,72.46077822694158,315640.6099457372,159,701398,141.4607782269415,618373.6099457375
5307,0.05034597559664577,1.9978926974779405,54,248267,43.752161066861916,201083.83555168286,147,676330,136.7521610668619,629146.835551683,63,285647,46.69007905891808,213395.65364924094,156,713710,139.6900790589181,641458.6536492411
5303,2.810467635011895,12.358516255826444,40,160699,38.41562045916876,154292.83782685274,168,680688,166.41562045916876,674281.8378268528,42,166982,38.816611264351955,155433.2235893471,170,686971,166.81661126435196,675422.2235893472
5304,6.0280410354833185,17.760707388208452,19,75242,18.9670033512536,75087.16222369045,129,660319,128.9670033512536,660164.1622236905,25,105733,21.011139597785277,85692.9680331755,135,690810,131.01113959778525,670769.9680331756
5310,0.2699607006131829,3.869166183751322,44,221584,41.446967903686954,207897.95842668237,131,641378,128.44696790368698,627691.9584266825,63,305466,46.15519906341819,230049.9741731692,150,725260,133.1551990634182,649843.9741731694
5301,1.979660712123769,9.991487346641566,56,291048,48.43222589446647,250539.36070497462,141,703154,133.4322258944665,662645.3607049746,74,371772,53.551220348942664,274614.78943287005,159,783878,138.55122034894268,686720.78943287
5305,4.864043241418157,11.9202647294332,29,121196,28.427353863146177,118299.77667722257,159,677398,158.42735386314615,674501.7766772226,29,121196,28.427353863146177,118299.77667722257,159,677398,158.42735386314615,674501.7766772226
5309,0.06264152688508795,1.8742181451592188,46,232511,38.18531492677662,193674.0827978858,134,663228,126.18531492677664,624391.0827978858,61,302357,42.7249347404654,215802.69579274658,149,733074,130.72493474046541,646519.6957927464
5308,2.316206998682998,11.409727406348141,58,298085,51.87476716578316,263740.3307984933,135,675901,128.8747671657832,641556.3307984931,73,381560,56.62906334809887,291042.7487488094,150,759376,133.62906334809887,668858.7487488092
