geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
2803,3.1868077839679145,15.032088412015838,117,150651,113.01286066346262,145916.47653218205,550,735166,546.0128606634627,730431.4765321822,126,165520,115.28774587567725,150501.44587193543,559,750035,548.2877458756774,735016.4458719356
2802,3.988665452911302,17.338791189623887,90,124087,88.42963991406249,120110.60356415717,606,747471,604.4296399140627,743494.6035641573,101,137834,91.16920125208658,123648.3475848452,617,761218,607.1692012520867,747032.3475848453
2801,2.7181180938700162,9.79907252189891,86,137592,84.78170120344896,135880.97623992516,492,743166,490.7817012034489,741454.976239925,86,137592,84.78170120344896,135880.97623992516,492,743166,490.7817012034489,741454.976239925
2804,1.9945217861137785,8.806275747574823,69,97935,65.4777786030261,94377.12336808577,498,726812,494.477778603026,723254.123368086,87,115372,70.75314107054906,100448.33762780731,516,744249,499.753141070549,729325.3376278076
