geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
3617,0.12208811480479494,1.711827017076974,39,184841,37.06269046454339,175738.4091454911,155,717360,153.06269046454338,708257.4091454913,40,189789,37.20565697300981,176445.80742938298,156,722308,153.2056569730098,708964.8074293832
3624,0.7090069298895919,4.549543608003546,34,141523,32.63506615133456,136518.46695337785,199,717111,197.6350661513345,712106.4669533778,35,144379,32.91789899550609,137326.23755633173,200,719967,197.91789899550605,712914.2375563317
3603,0.0774553169572822,1.5868093169397985,49,230124,42.4594574695705,204528.99978895488,165,717879,158.45945746957054,692283.9997889549,61,274438,46.11612215933367,217593.900130877,177,762193,162.1161221593337,705348.9001308769
3608,0.011100401467538065,0.7553355894336146,58,180932,47.556614461637196,149221.28930501066,229,722147,218.55661446163722,690436.2893050109,87,285121,55.10179537254357,174828.24136060357,258,826336,226.10179537254362,716043.2413606036
3611,0.018269300729716043,0.8772022440527101,53,191278,41.11779913198632,147003.40762920975,171,643656,159.11779913198635,599381.4076292098,82,271153,50.170614864043,171633.77069156116,200,723531,168.17061486404305,624011.7706915612
3627,1.146149749404632,6.622184332086443,65,292981,63.282939590713326,286045.6352221479,168,720237,166.28293959071334,713301.635222148,72,324091,64.62993377571853,291580.7286643635,175,751347,167.62993377571854,718836.7286643635
3606,0.008238363139500665,0.46399730079274354,39,135463,32.29773443944146,113927.38733090619,209,685683,202.29773443944143,664147.3873309063,59,196524,37.58776167873469,129192.17871247354,229,746744,207.5877616787346,679412.1787124736
3622,1.4864258997924378,8.564598714260793,46,197071,45.39270717691041,194997.70790303047,196,714903,195.39270717691042,712829.7079030307,48,207684,45.82040111527648,197676.94638970768,198,725516,195.8204011152765,715508.946389708
3626,0.0658756617405048,1.4173154757108677,45,177494,42.79093320501075,169831.19166036975,200,716429,197.79093320501073,708766.1916603696,46,183183,43.21192091752822,172226.19075688158,201,722118,198.2119209175282,711161.1907568815
3621,4.625735126407798,11.165210647947644,67,270795,65.66822190165745,265235.5539107782,188,723875,186.66822190165746,718315.5539107783,67,270795,65.66822190165745,265235.5539107782,188,723875,186.66822190165746,718315.5539107783
3605,0.017545078584016813,0.8343211222116231,36,124399,29.983274316395338,105292.33823480857,227,688280,220.9832743163953,669173.3382348086,61,228392,37.57937068696445,137277.6338815249,252,792273,228.57937068696438,701158.6338815249
3613,0.0033330744488066144,0.333514432228541,27,143955,23.478204504615,125922.1826185584,119,651236,115.478204504615,633203.1826185583,41,198600,27.441247407420235,142355.60938595838,133,705881,119.44124740742024,649636.6093859584
3614,0.009958102992621901,0.7933973143467916,54,196182,44.26755004546085,159544.37284156133,199,773599,189.2675500454608,736961.3728415613,72,282055,48.841174543617164,178545.40260548372,217,859472,193.84117454361711,755962.4026054837
3619,2.287999300558939,9.774237026331363,71,279833,68.93781983603148,269978.76009747863,207,728805,204.93781983603154,718950.7600974789,74,296515,69.54366453399699,273662.73857866944,210,745487,205.54366453399703,722634.7385786696
3615,0.004640691712000145,0.28504295261761375,21,105711,18.738992584997344,94721.26380292997,166,721197,163.73899258499736,710207.26380293,32,163625,22.136660203204013,113528.68746205226,177,779111,167.13666020320403,729014.6874620523
3616,0.023648042662794622,0.8528568401560537,34,161586,31.7385382521526,149206.7520571762,171,668891,168.73853825215255,656511.7520571763,49,235087,36.170126836450684,171058.69006295857,186,742392,173.17012683645066,678363.6900629587
3612,0.0051011511305003995,0.34529909621476385,41,157268,32.68640211048524,131064.97869410172,176,769173,167.68640211048526,742969.9786941017,64,236942,38.915800163541064,151199.00026991748,199,848847,173.9158001635411,763104.0002699174
3620,0.3596542378300006,3.5306375217375052,27,116469,26.7496892957978,115412.4068116014,179,704639,178.7496892957978,703582.4068116014,32,140480,28.761125133857348,125033.99556272941,184,728650,180.76112513385735,713203.9955627293
3618,0.39515062301253806,3.8424384596672687,48,231465,47.27072571330818,227295.0521669873,156,712249,155.27072571330825,708079.0521669873,52,253544,48.3934961639025,233574.3578929774,160,734328,156.39349616390254,714358.3578929774
3601,0.23255691439395537,4.339334574319378,48,214379,40.50193979424791,182995.93355752045,149,707504,141.5019397942479,676120.9335575205,51,229864,41.362922840172864,187543.89319186867,152,722989,142.36292284017284,680668.8931918687
3625,0.14878175832988055,1.9425166630552029,27,127210,25.820566505964738,122787.70241581838,186,717894,184.82056650596473,713471.7024158185,27,127210,25.820566505964738,122787.70241581838,186,717894,184.82056650596473,713471.7024158185
3610,0.005462972055415885,0.7009606592790784,74,298640,64.39071518729888,268747.6175226415,170,755525,160.39071518729895,725632.6175226416,99,378479,71.91101782921395,291186.48512378224,195,835364,167.91101782921405,748071.4851237824
3604,0.036079991308702763,0.9357920893783316,29,146974,24.438007868735422,123389.7544717529,145,714265,140.43800786873538,690680.7544717529,40,197252,27.914328601812233,139516.01774407673,156,764543,143.9143286018122,706807.0177440766
3623,2.1425201922901973,9.428998142871984,57,244922,55.47752409613225,237937.68387236443,182,715505,180.47752409613227,708520.6838723646,59,250348,56.09714662412185,239628.76027575458,184,720931,181.09714662412185,710211.7602757547
3607,0.004619113219999683,0.5955788781431,66,220282,56.69853950365546,190947.94239072117,183,675049,173.69853950365544,645714.9423907213,103,344174,66.60316509082863,223091.26516169764,220,798941,183.60316509082853,677858.2651616978
3609,0.004527896139500342,0.3356717767354331,42,146048,35.73759887988921,124714.13418482909,212,738953,205.73759887988925,717619.1341848293,68,229595,43.05684463333467,148885.01653231814,238,822500,213.05684463333466,741790.0165323183
3602,0.06650865548428847,1.400809363729272,35,155893,33.343450126356714,147821.203891074,154,717590,152.34345012635674,709518.2038910742,40,183901,34.80454933403719,155393.4277408427,159,745598,153.8045493340372,717090.4277408428
