geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
4213,0.039305130920499885,1.451334748474435,82,113599,69.4685419206088,96425.45872040173,588,753755,575.468541920609,736581.458720402,130,182168,84.49058637846622,118367.57679282906,636,822324,590.4905863784666,758523.5767928293
4208,0.19713944037128017,2.2938005314057466,58,102359,52.96672867012354,93870.66763801663,436,709364,430.9667286701236,700875.6676380167,71,126714,55.938449231396945,99537.26458233848,449,733719,433.93844923139704,706542.2645823385
4211,0.9459009603690002,8.336707869646231,118,177647,106.30006335227218,160224.74666632435,542,694545,530.3000633522722,677122.7466663244,152,222277,114.95528930718129,171629.8354519035,576,739175,538.9552893071814,688527.8354519035
4203,1.0901297946008783,6.880386549877713,115,135629,108.44547672732295,127733.84064618508,554,669633,547.4454767273231,661737.8406461846,125,148156,111.66212953352573,131693.66462907952,564,682160,550.6621295335259,665697.664629079
4217,0.4815449354697932,7.48152735855228,124,186185,110.97587954914229,165362.8981512316,556,700060,542.9758795491425,679237.8981512317,168,249519,121.89498194040476,180694.41077731052,600,763394,553.8949819404053,694569.4107773105
4212,0.5948656855679676,7.461051107817422,126,167889,114.2881123823111,153602.59257179243,552,713321,540.2881123823109,699034.5925717921,154,195820,121.06950885192384,160396.03780264375,580,741252,547.0695088519236,705828.0378026434
4210,2.376139382822764,13.103802677544834,135,181558,127.67634736962013,171310.39633663287,574,701417,566.6763473696201,691169.3963366329,165,230948,135.60564615299427,185064.80949182835,604,750807,574.6056461529943,704923.8094918284
4206,0.24401314395349955,4.471767101588063,106,189741,90.10172488320856,163454.89712875997,417,710229,401.10172488320853,683942.8971287598,151,277124,102.85746845869951,189199.29371439698,462,797612,413.8574684586995,709687.2937143967
4216,0.28455311273113,4.414802205015412,73,134191,64.66630093339127,119367.70013741257,449,698314,440.6663009333912,683490.7001374126,109,191140,74.18079818290124,133996.44042707712,485,755263,450.1807981829011,698119.4404270772
4214,0.05988302742499981,1.6317583854348463,73,86981,63.100266166786774,76164.82558737564,679,656025,669.1002661667868,645208.8255873759,112,130125,75.51036430454126,90062.05395357941,718,699169,681.5103643045414,659106.0539535797
4202,0.018228124235499993,0.6278035733558637,64,74865,54.32418553538276,64171.3381713232,518,535502,508.32418553538275,524808.3381713232,100,121200,63.9374314103926,76880.99828878655,554,581837,517.9374314103926,537517.9982887866
4215,0.3570854080875573,4.591875564640115,77,127152,69.27564508233681,113216.76422863301,470,710821,462.2756450823369,696885.7642286331,108,173639,77.98120617360142,126331.91104736362,501,757308,470.9812061736013,710000.9110473638
4209,1.5847262764899144,11.090463974868145,122,165812,118.84149355554072,162454.45434609934,542,700087,538.8414935555409,696729.4543460993,142,190675,123.83017034657553,169131.23880056938,562,724950,543.8301703465756,703406.2388005693
4204,0.4187046186871126,3.465412518437233,63,103381,58.869838373930115,98001.01264672562,501,702529,496.86983837393,697149.0126467254,77,124148,63.07993111826609,104160.05311805068,515,723296,501.0799311182661,703308.0531180503
4218,0.571819929737449,5.121745931696287,100,132573,89.26491364267916,120461.86889837593,559,753991,548.2649136426793,741879.8688983759,125,164356,95.99589094912078,128767.26941347621,584,785774,554.995890949121,750185.2694134761
4201,0.023531002147820394,1.4048976831268318,108,136341,90.79729877831605,114159.05865883536,635,729103,617.7972987783161,706921.0586588354,161,195052,106.39537901715256,130993.88087694539,688,787814,633.3953790171528,723755.8808769456
4207,0.2431201326072566,5.9842307652183315,174,284994,146.91481457836602,238797.6475131796,543,813199,515.9148145783661,767002.6475131797,249,406617,167.21321939285795,271385.7461281389,618,934822,536.2132193928577,799590.7461281386
4205,3.0103034723406674,11.306894601588036,101,125561,94.0633047227929,117055.03171432146,616,741196,609.0633047227927,732690.0317143216,117,142290,98.15043745810632,121475.614472585,632,757925,613.1504374581062,737110.6144725853
