geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1
5102,0.7373450362024994,6.683303945073926,64,227483,60.96695389049529,214123.71076228967,182,704943,178.96695389049526,691583.7107622896,76,273252,65.02842118339447,229708.1442865315,194,750712,183.02842118339444,707168.1442865314
5105,2.681587474019996,15.105111987449874,67,304833,65.51602526411314,296012.89339177497,172,726477,170.51602526411313,717656.893391775,72,327066,67.26309127358938,303780.0375326856,177,748710,172.26309127358937,725424.0375326856
5109,2.405033292794508,13.539742347521607,68,261305,66.82806019917092,255906.0415706452,177,734252,175.82806019917098,728853.0415706451,70,272478,67.38614468014394,259627.7512223807,179,745425,176.386144680144,732574.7512223807
5106,1.5890901557310002,11.141759742912612,53,257463,52.35042029000816,253494.82434007223,161,720556,160.35042029000817,716587.8243400722,57,279252,53.26539631196312,259199.9959217718,165,742345,161.26539631196312,722292.9959217719
5104,1.1480494506615049,8.591299999422661,72,345460,69.4387999983324,331509.53400374297,169,727707,166.43879999833237,713756.534003743,75,359028,70.48550695534345,335665.82475253014,172,741275,167.48550695534342,717912.8247525301
5103,0.30472186825649883,6.842379954292877,97,363343,91.08422963791047,340664.3693779582,215,744941,209.08422963791043,722262.3693779585,123,481148,98.64070825601277,376108.55873651133,241,862746,216.64070825601274,757706.5587365119
5107,0.7548195474014956,8.600973135285281,64,289943,61.24259415457111,277812.6985070978,159,732690,156.24259415457112,720559.6985070977,70,320481,62.51424548658622,284229.50752668345,165,763228,157.51424548658625,726976.5075266834
5110,0.37375429968150237,6.273780738199376,73,351115,69.43478269775528,332154.0224962927,151,742340,147.43478269775525,723379.0224962928,82,393893,72.25187387944752,345633.7680518601,160,785118,150.25187387944752,736858.7680518602
5111,0.051950319299999756,2.6636119655762722,84,380514,80.81900783428149,365452.5004967617,166,706858,162.8190078342815,691796.5004967618,96,439063,85.04690680877944,387011.5727562586,178,765407,167.04690680877943,713355.5727562588
5108,0.04307537205149989,1.4343585427935814,49,189779,47.32547624385269,182201.91532175115,189,729309,187.32547624385268,721731.9153217509,51,200895,47.99113732236291,185508.88808810926,191,740425,187.99113732236293,725038.888088109
5101,1.20153268416651,9.23691541357583,79,350099,75.97326189378042,336452.9091466249,166,730951,162.9732618937804,717304.909146625,87,382200,78.36572778563077,347058.64957015536,174,763052,165.36572778563072,727910.6495701554
